,DalScience,DalLibraries,Dal_Alumni,DalGazette
30,"{'date': '10/17/2019, 14:46:36', 'full_text': 'RT @DalGradStudies: Grad students – show your data who’s boss! 😎💪🏼 Improve your knowledge of the basic principles of research data manageme…'}","{'date': '01/09/2020, 16:31:54', 'full_text': 'Today is the first day of weekly GIS and spatial data services in the Sexton Library. Check it out on Thursdays between 1–4 until April 2.  https://t.co/sqefVKLgLT @JamesGIS @DalArchPlan @DalEngineering @ChrisSGreene'}","{'date': '01/07/2020, 16:18:01', 'full_text': ""Don't miss the 29th Annual Student Musicale Sunday, Jan 12 at 3PM, Dalhousie Arts Centre RM 406. Enjoy an afternoon of performances from @FSPADal students; reception to follow. Tickets are $15 ($10 for students) &amp; available at the door. Any questions please call 902.858.2350. https://t.co/gWS5sgaPdY""}","{'date': '01/17/2020, 16:29:55', 'full_text': 'RT @sherinaharris: The Ontario government is creating 57 scholarships valued at $10,000 each to honour the victims of the Iran plane downin…'}"
31,"{'date': '10/16/2019, 13:33:55', 'full_text': 'RT @Dal_ESnENVS: SEMINAR - ECORD DISTINGUISHED LECTURER - Marguerite Godard (Geosciences, Montpellier, France) - Tuesday, October 22, 2019…'}","{'date': '01/08/2020, 17:40:04', 'full_text': 'Reminder: RefWorks is going away in April. Time to migrate your content to another web-based citation manager. https://t.co/r59Nkxp11s'}","{'date': '01/06/2020, 19:03:01', 'full_text': 'Cheer on the @HFXThunderbirds as they take on the @MammothLax this Saturday, Jan 11 for the Dalhousie Students Welcome Back Night. Alumni and students can enjoy special pricing with tickets starting at just $10! Get yours now: https://t.co/qZBXlde0N5 https://t.co/uVrNaLzZXd'}","{'date': '01/17/2020, 16:13:37', 'full_text': 'ICYMI: The Lighthouse was nominated for an Academy Award in Best Cinematography. Contributor Alex Rincon sung its praises in this review from October. https://t.co/5vkVvcN4kV https://t.co/R2UuCDBz3i'}"
32,"{'date': '10/16/2019, 13:33:35', 'full_text': 'RT @Dal_SIBL: Excited to host #URIGSO PhD student @CatrinaNow next summer on her @ASLO #LOREX research exchange. Looking forward to working…'}","{'date': '01/08/2020, 11:04:42', 'full_text': 'dalhousieu: CAMPUS ALERT - Halifax and Truro campuses closed Wednesday due to weather https://t.co/uSe4EYTFqa'}","{'date': '01/06/2020, 13:33:01', 'full_text': 'Last call for nominations to the 2020 #DalAurum Awards! Complete the form before 12 p.m. on Tuesday, Jan. 7: https://t.co/ofjvReWxmP https://t.co/TTlVSpUvqL'}","{'date': '01/17/2020, 12:47:54', 'full_text': ""RT @StinsonMaddie: Let's talk about ethical business practices. The DSU is in essence a non-profit organization and should still abide by b…""}"
33,"{'date': '10/10/2019, 16:56:39', 'full_text': 'Today’s guest on #sciographies is Dr. John Gosse with @Dal_ESnENVS. Listen on @CKDU881FM today at 4pm or listen to the episode here &gt;&gt;&gt; https://t.co/lxc2iCK87o \n@DalNews @Dal_Alumni https://t.co/2jY8ixmFCz'}","{'date': '01/07/2020, 16:50:15', 'full_text': '@scholarsportal Thank you!'}","{'date': '12/31/2019, 14:24:01', 'full_text': ""On behalf of the #DalAlumni community, we wish you, our alumni and friends a Happy New Year! We've collected a series of highlights of 2019 from each faculty—find yours! https://t.co/QPWcgB1aGS\n#DalhousieU #DalProud #DalResearch #Dalhousie https://t.co/oHczHB0Wwc""}","{'date': '01/17/2020, 01:13:25', 'full_text': 'Thread 🧐 https://t.co/pzxyTtXgjy'}"
34,"{'date': '10/09/2019, 15:58:48', 'full_text': 'Meet John Gosse, a geologist with a passion for landscape evolution and teaching the science of natural disasters. His #Sciographies interview airs on @ckdu881fm at 4pm on Oct 10 and is available on all podcast apps. https://t.co/tju2dC3egK @dalalumni @dal_esnenvs @dalhousieu https://t.co/Mis0Pmi1u3'}","{'date': '01/06/2020, 19:12:11', 'full_text': ""We've joined the Scholars Portal Dataverse. Read on to learn about the benefits. https://t.co/VvzBYi2WEZ""}","{'date': '12/27/2019, 18:36:01', 'full_text': 'In 2019 @DalManagement celebrated two milestones. The School of Information Management celebrated 50 years of library and information studies. It was also the 50th anniversary of the MBA program; commemorated by hosting members of first class. https://t.co/0HfMSL7NVY https://t.co/fJ6Csft9Wr'}","{'date': '01/17/2020, 01:08:28', 'full_text': '👋 https://t.co/nfi2rXCJcg'}"
35,"{'date': '10/08/2019, 19:16:49', 'full_text': 'RT @DalhousieU: The #DalGrad celebration continues with graduates from @dalagriculture, @DalArchPlan, @DAL_FASS, @dalfcs, @DalManagement, @…'}","{'date': '01/06/2020, 18:39:52', 'full_text': ""The 2020 Dalhousie-Horrocks National Leadership Lecture is coming up soon. This year's speaker is the Librarian and Archivist of Canada, Leslie Weir. @dalsimnews \nhttps://t.co/AdG7MUMtMM""}","{'date': '12/26/2019, 15:22:01', 'full_text': 'Some 2019 highlight moments from Dentistry included welcoming a new Director of the School of Dental Hygiene, Dr. Leigha Rock, and Dr. Danny Boyd sharing his research all about glass with alumni all across the country. Discover the glass research here: https://t.co/UZaYh46OPk https://t.co/FWdqQjHncp'}","{'date': '01/16/2020, 18:56:13', 'full_text': ""RT @SamGillett1: If you're looking for new music to vibe to this weekend -- I'd suggest @haviahmighty. I had the chance to interview her sh…""}"
36,"{'date': '10/08/2019, 18:54:08', 'full_text': 'Congratulations to our Dal Science graduates! #DalGrad https://t.co/zAStTxqftJ'}","{'date': '01/06/2020, 13:32:39', 'full_text': 'Coming up soon! https://t.co/jXGgdBRx4g'}","{'date': '12/25/2019, 20:03:00', 'full_text': 'Happy Holidays to the #DalAlumni community of over 145,000 and to friends of Dalhousie. May you a joyful and safe holiday, and best wishes for the new year.\nhttps://t.co/gXqOcBuJlH'}","{'date': '01/16/2020, 01:08:30', 'full_text': 'The meeting has been adjourned.'}"
37,"{'date': '10/07/2019, 20:48:06', 'full_text': 'RT @DalhousieChem: Congratulations to our alumnus, Dr. Kevin Bateman on receiving 2019 Bioanalysis Outstanding Contribution Award! @Dal_Alu…'}","{'date': '12/20/2019, 16:53:43', 'full_text': ""What a year it's been! So glad to see one of the Dal Libraries' initiatives make the Dal year in review. https://t.co/zP35Nra3Wt""}","{'date': '12/24/2019, 12:08:00', 'full_text': 'Today we highlight some top 2019 moments for Computer Science. This year, @dalfcs was recognized by @DigitalNS @wctfct &amp; #DalLegacy Awards for their hard work towards closing the gender gap with their #WeAreAllCS initiative. https://t.co/1KQv5uilqi'}","{'date': '01/16/2020, 01:07:17', 'full_text': 'Cash deposits and reconciliations have not been done for the past seven months for the Grawood. Aisha says the accounting team will be able to sort that out before auditing season begins.'}"
38,"{'date': '10/05/2019, 14:39:00', 'full_text': ""ICYMI: our latest #Sciographies episode features guest Megan Bailey - she's a fisheries economist with @DalMarAffairs. Find it on podcast apps or listen here: https://t.co/8zDBB3iLYP https://t.co/tPVqIKkAZw""}","{'date': '12/20/2019, 16:17:25', 'full_text': 'https://t.co/95FZD3Rgio'}","{'date': '12/23/2019, 15:50:04', 'full_text': 'In 2019 @DalEngineering and @dalideahub celebrated the official opening of the Emera ideaHUB. This space will create opportunities for students, alumni, startups, researchers and entrepreneurs to develop unique technologies and compete on a global scale. https://t.co/O6q8KZhTVb'}","{'date': '01/16/2020, 01:07:17', 'full_text': 'This is the first multiple members of council have heard about the Director of Operations quitting. \n\nAisha says council has no purview over individual HR of their staff, she was planning to update the council today.'}"
39,"{'date': '10/03/2019, 18:45:00', 'full_text': 'Who really has the right to determine how countries manage their fisheries? Economist Megan Bailey w/ @DalMarAffairs explores this question &amp; more on our latest episode of #Sciographies. Tune in on @CKDU881FM at 4PM today to hear it. https://t.co/sWgKMy1pq3'}","{'date': '12/19/2019, 18:14:22', 'full_text': ""A suitably seasonal post from Dalhousie faculty member Tom Ue about the BBC's new 3 episode adaptation of A Christmas Carol. If you've never read it, pick up a copy of the book from our shelves as you dive in to this series. @GissingGeorge https://t.co/nE3Cbce4cO""}","{'date': '12/20/2019, 18:55:02', 'full_text': 'A @DalHealth milestone from 2019 was in June, when Nunavut Arctic College and Dal came together to celebrate their 20-year successful, collaborative partnership through the BScN (Arctic Nursing) program, and the establishment of a #DalAlumni network in Nunavut. https://t.co/NAO5t1FNDR'}","{'date': '01/16/2020, 01:07:17', 'full_text': 'Aisha says DSU is hoping to hire someone ASAP and have put out a job posting.'}"
40,"{'date': '10/03/2019, 14:32:56', 'full_text': ""RT @OceanTracking: Have a peek at OTN's recently constructed baited remote underwater video (BRUV) system, which will attract animals using…""}","{'date': '12/19/2019, 12:58:57', 'full_text': '@glomar16 @CBU_library @acadialibrary @MTA_libraries @SMUHfxLibrary @MountLibrary @stfxlibrary Thank you and to you as well, @glomar16 ! 🎅🦌🎄🔔'}","{'date': '12/20/2019, 14:23:10', 'full_text': 'RT @DalhousieU: We’ve put a holiday spin on research at #DalhousieU! Today, Dr. Saurabh Chitnis has fun with dissolving candy canes. 🔬 Read…'}","{'date': '01/16/2020, 01:07:17', 'full_text': 'Council is now discussing director of operations is quitting, the implications of which have not been addressed. Without an active manager, the Nova Scotia Alcohol and Gaming Commision would be able to close the Grawood.'}"
41,"{'date': '10/03/2019, 14:17:30', 'full_text': 'New on the #Sciographies podcast: Megan Bailey, a fisheries economist w/ @DalMarAffairs, shares her story of a ""total awakening"" in the jungle that changed the course of her career. From zoology to economics - meet @fishgovernance: https://t.co/YbFHAB4eGg https://t.co/H1XX7UuOlh'}","{'date': '12/19/2019, 12:25:33', 'full_text': 'Happy Holidays from all of us at the Dalhousie Libraries to our U15 library colleagues! @McGillLib @maclibraries @uoftlibraries\n@UWLibrary @ubclibrary @QueensULibrary @Dafoe_Library @umarchives @UMSciTechLib @Cohen_Library @uofalibrary https://t.co/AIXJWNbMlK'}","{'date': '12/19/2019, 22:09:03', 'full_text': 'Last night more than 200 guests gathered for the 5th Annual International Student Holiday Dinner. Thank you to all our alumni and donors who helped us share the spirit of the holidays with our students! View photos from the event here:\nhttps://t.co/jmqCIHV2eg https://t.co/ubLVGKH9Hn'}","{'date': '01/16/2020, 00:57:03', 'full_text': 'The motion has passed.'}"
42,"{'date': '10/02/2019, 17:00:00', 'full_text': ""Meet Megan Bailey, a fisheries economist with @DalMarAffairs  and Canada Research Chair (Tier II) in Integrated Ocean and Coastal Governance. Dr. Bailey is this week's guest on #Sciographies. The episode drops on Thursday, October 3 @CKDU881FM at 4pm https://t.co/MfTJNtyF4a https://t.co/yULtBedIXu""}","{'date': '12/19/2019, 12:23:17', 'full_text': 'Happy Holidays from all of us at the Dalhousie Libraries to our public library colleagues in Nova Scotia! @hfxpublib @NSProvLibrary @valleylibs @CBRLibrary @CumberlandPL @PARLevents \n@ssplibraries @wcrlibrary https://t.co/lakkrhdSxl'}","{'date': '12/19/2019, 20:25:01', 'full_text': ""A @DAL_FASS 2019 alumni highlight: For Theatre alum Jay Aaron Roy, Cape and Cowl Comics and Collectibles is more than a place for sharing his geek pride: it's a place that's going above-and-beyond to a safe space for youth in the community. https://t.co/n8fhebcsCQ @FSPADal""}","{'date': '01/16/2020, 00:56:44', 'full_text': 'The proposed date for the keys to be given to DUES is January 24.'}"
43,"{'date': '10/01/2019, 12:00:00', 'full_text': 'The 2019 Science As Art calendar photo for October is called ""Rose Valley and Marigolds,"" by Katherine Gartner-Kepkay (BSc\'78, Ocean). The photo illustrates the volcanic eruption and erosion due to wind, rain and rivers in Cappadocia, Turkey. https://t.co/ERJfY5uDcT @Dal_Alumni https://t.co/OHSqZNjzMy'}","{'date': '12/19/2019, 12:21:56', 'full_text': 'Happy Holidays from all of us at the Dalhousie Libraries to our Novanet colleages! @CBU_library @acadialibrary @MTA_libraries\n@SMUHfxLibrary @MountLibrary @stfxlibrary https://t.co/LyQdBujEk5'}","{'date': '12/19/2019, 20:10:26', 'full_text': 'RT @quinnlyle: Had such an awesome time last night hosting a table at the 5th Annual International Student Holiday Dinner, repping @Dal_Alu…'}","{'date': '01/16/2020, 00:56:44', 'full_text': 'Aisha is bringing forward an amendment that long term its not DUES who has the keys but the Sexton co-ordinator, for now they would be given to DUES while a long term plan is determined for the spaces by the Sexton co-ordinator.'}"
44,"{'date': '09/26/2019, 16:15:40', 'full_text': 'In today’s episode of #Sciographies , we interview @DalhousieU’s Dr. Alastair Simpson. In addition to studying the genetic information of microbes he also discusses the sport that helps him get through Canadian winters. Catch the episode live at 4pm on @CKDU881FM. @Dal_Alumni https://t.co/aBh9rlieAg'}","{'date': '12/18/2019, 12:30:21', 'full_text': 'Due to scheduled maintenance, ProQuest Ebook Central will be unavailable on Friday, December 20, from 10 p.m. to Saturday, December 21 at 8 a.m. (AST). We apologize for the inconvenience. @ProQuest'}","{'date': '12/19/2019, 19:23:14', 'full_text': 'RT @dalagriculture: We’ve put a holiday spin on research at #DalhousieU! Today, Dr. Mary Anne White explains the anatomy of a snowflake. ❄️…'}","{'date': '01/16/2020, 00:56:43', 'full_text': 'They want to convert the storage space into storage for societies other than DUES on Sexton Campus. They have had issues with equipment going missing from their current storage setup.'}"
45,"{'date': '09/26/2019, 16:10:08', 'full_text': ""RT @Dal_Alumni: Chris Harvey-Clark who teaches @DalhousieU's summer shark course not surprised to see #GreatWhiteSharks in waters off N.S.…""}","{'date': '12/17/2019, 15:00:55', 'full_text': 'https://t.co/yrh2VxDxTh'}","{'date': '12/19/2019, 17:15:03', 'full_text': 'Another 2019 highlight moment in 2019 is when @Dal_FASS welcomed humanitarian Stephen Lewis to deliver the 2019 Shaar Shalom Lecture @DalhousieU to an audience of over 600. Read the story here: https://t.co/1GYxkswH4f @Dal_Alumni @romeodallaire @ChildSoldiers @stephenlewisfdn'}","{'date': '01/16/2020, 00:56:43', 'full_text': 'Now discussing the earlier motion that the DSU executive has not yet returned control of the DSU health care office and storage space on Sexton Campus. DUES has plans to convert the office into a study space.'}"
46,"{'date': '09/25/2019, 20:07:03', 'full_text': 'Meet Dr. Alastair Simpson, an evolutionary biologist at Dalhousie University. The latest episode of #Sciographies drops tomorrow on https://t.co/kZ47uDbf77, Apple and other podcast apps, or catch it live at 4:00pm on @CKDU881FM on Sep 26, 2019. @DalhousieU @Dal_Alumni https://t.co/NnJ64nNKz5'}","{'date': '12/17/2019, 12:17:47', 'full_text': 'A little info about our holiday hours, in effect now. Please read if you plan to be in this week or between December 24 and January 2. Happy Holidays! https://t.co/HApx0ZSa2n'}","{'date': '12/19/2019, 15:37:00', 'full_text': ""Today we're sharing 2019 highlights from @Dal_FASS! This October, FASS welcomed the Right Honourable Michaëlle Jean to present the 2019-20 Shaar Shalom Lecture @DalhousieU. She spoke to over 500 about maintaining hope in despairing times. https://t.co/W9CGTGbAd5 @MichaelleJeanF""}","{'date': '01/16/2020, 00:38:49', 'full_text': 'The timeline has been approved.'}"
47,"{'date': '09/19/2019, 17:34:54', 'full_text': 'Interested in learning about the math behind the music? Tune in to our latest episode of #Sciographies featuring Dal mathematician and Beatles enthusiast, Dr. Jason Brown today at 4pm on @CKDU881FM. Sciographies is also available on Apple podcast. @DalhousieU @Dal_Alumni https://t.co/zFP8pFTVLr'}","{'date': '12/11/2019, 18:55:34', 'full_text': 'Congratulations Stephen Murray, on your upcoming retirement! 🥳 @SchulichLaw https://t.co/Wgo3gZ3qPv'}","{'date': '12/18/2019, 15:04:01', 'full_text': ""The Faculty of Medicine's 2019 highlight moment was in august 16 new seats in undergraduate medicine were announced at Dalhousie Medical School. With a focus on diversity and equity, this expansion will lead to more inclusive health care.\nhttps://t.co/UIDOU5lW7v https://t.co/XQeWcshLcu""}","{'date': '01/16/2020, 00:23:30', 'full_text': 'The nomination period and campaign registration period would be from Feb. 9 to Feb. 15. Campaigning would take place from Feb. 27 to March 9. Voting would take place from 8:00AM on March 10 to 9:00PM on March 12, with the results being announced an hour later.'}"
48,"{'date': '09/19/2019, 00:59:47', 'full_text': 'A preview of a new episode of #Sciographies is available, featuring Dal mathematician, Dr. Jason Brown. We talk to him about playing guitar, graph theory, and the math behind Beatles music. The full episode airs tomorrow at 4pm on @CKDU881FM https://t.co/L1ZNg4VVQZ @DalhousieU https://t.co/vCIiCJRZCB'}","{'date': '12/11/2019, 11:45:01', 'full_text': 'https://t.co/N3boyNZesp'}","{'date': '12/17/2019, 18:02:53', 'full_text': 'RT @DalhousieU: We’ve put a holiday spin on research at #DalhousieU! Today, Dr. Bruce Rathgeber explains why antibiotic-free poultry is on…'}","{'date': '01/16/2020, 00:23:29', 'full_text': 'Now moving into New Business. The elections committee will present a proposed election timeline.'}"
49,"{'date': '09/17/2019, 18:29:37', 'full_text': 'RT @DalhousieU: Two world-renowned researchers from #DalhousieU have been honoured by the Royal Society of Canada (RSC). ✨ Read about their…'}","{'date': '12/09/2019, 12:09:36', 'full_text': 'https://t.co/ZjZlPGCxSm'}","{'date': '12/17/2019, 16:21:01', 'full_text': 'Another 2019 highlight from @SchulichLaw: A generous gift from a group of law alum (Class of 1967) established an award to recognize innovation in teaching, this supported two projects that will greatly benefit students. https://t.co/rsXpPPEeYX @naiomiMetallic @nsbs @CBA_ns https://t.co/2kNu9Rjs9P'}","{'date': '01/16/2020, 00:16:06', 'full_text': 'It has been tabled for the next meeting as the faculty of law rep. Meghan Faught, who put forward the original motion last meeting, wants to confirm which documents will be sent to the new lawyer.'}"
50,"{'date': '09/17/2019, 18:05:20', 'full_text': 'Want to know the stories behind our Dal scientists? Tune in to our podcast and radio show #Sciographies. New episodes are available https://t.co/jhCdroSPL9 https://t.co/3t2fvu6F08'}","{'date': '12/09/2019, 12:09:24', 'full_text': '@DalSecurity Beautiful shot!'}","{'date': '12/17/2019, 12:09:01', 'full_text': 'As the end of the year approaches, we are sharing 2019 highlights from each faculty! Today, @SchulichLaw reflects back to August when professors and #DalAlumni, Elaine Craig (LLB‘04) and Steve Coughlan (LLB’85), were named among Canada’s top 25 lawyers!\nhttps://t.co/qfMTnH9MWV https://t.co/lb9h151h0b'}","{'date': '01/16/2020, 00:16:05', 'full_text': 'The exec is now looking for a lawyer who works on corporate governance, as the lawyer the DSU currently has on retainer is not in that field, and would'}"
