,DalStudentLife,DalMCS,DalhousieChem,DalGradStudies,_dalsha,DalTigers
987,"{'date': '03/22/2018, 21:21:40', 'full_text': 'The Dalhousie #ImpactAwards are starting soon! Stay tuned to find out who all the very deserving winners are! https://t.co/RkKbetl6z7'}","{'date': '09/26/2017, 11:38:33', 'full_text': 'RT @DALCLDC: Get to the Halifax Universities Career Fair easily by using this #free shuttle bus service https://t.co/rV4QTtiUHB  #hfxcareer…'}",,"{'date': '03/14/2019, 17:12:56', 'full_text': 'Experiments can be both informative and eye-catching! Make sure you head on over to @DalPublicSchol for a glimpse into a week in the life of Interdisciplinary PhD student @MadumaniA! #Takeover https://t.co/GF1DCoTKr0'}","{'date': '02/27/2019, 17:49:17', 'full_text': 'RT @DalGradStudies: Have questions about thesis preparation and submission? We’re here to help – check out our website for important inform…'}","{'date': '11/15/2019, 20:07:19', 'full_text': 'WVB: let’s go Tigers! Close out the game! https://t.co/21qHgf60bk'}"
988,"{'date': '03/22/2018, 21:11:44', 'full_text': 'At the #ImpactAwards? Come get your picture with Tiger at the @DalStudentLife photo booth!'}","{'date': '09/25/2017, 17:55:19', 'full_text': '@DHLsupplychain is on campus TOMORROW! Register on myCareer TODAY: https://t.co/U11PJ6yPV0 https://t.co/kl4LPchBQh'}",,"{'date': '03/14/2019, 16:14:28', 'full_text': 'Happy #PiDay to all! 🥧🤓 https://t.co/EeemBmC3MS'}","{'date': '02/27/2019, 17:48:31', 'full_text': 'RT @CIHI_ICIS: What information do you need to understand and communicate the health gaps between Canada’s subpopulations? Check out our to…'}","{'date': '11/15/2019, 19:49:46', 'full_text': 'RT @UNBAthletics: WVB: @DalTigers win the 2nd set 25-18, take a 2-0 lead on @aiglesbleus.\n\n#goredsgo'}"
989,"{'date': '03/22/2018, 16:02:16', 'full_text': 'Check out the ""Working in a Group: Moving Forward"" workshop happening today (March 22) from 6-7pm n the Mona Campbell rm 2107! Wondering what this workshop is about? Check out https://t.co/FplEQqmYwU for details! https://t.co/dDAA0DsHV8'}","{'date': '09/25/2017, 16:04:17', 'full_text': 'RT @DALCLDC: TODAY meet @clvgroup group @DalStudentUnion #hiring #employment #full &amp; #part time jobs @DalMCS @DalGradStudies  @DalCommerce…'}",,"{'date': '03/14/2019, 12:21:32', 'full_text': ""If you're interested in studying and working overseas, don't miss this amazing opportunity to expand your international horizons! @DalScience @dalfcs @DAL_FASS @DalMedSchool @DalHealth @DalhousieU @SchulichLaw @DalEngineering @dalagriculture @DalArchPlan https://t.co/0kH9hFImFx""}","{'date': '02/27/2019, 17:44:14', 'full_text': 'RT @nshealth: Registered nurses with our partners at Telecare811 provide callers who are concerned about their cardiovascular health with i…'}","{'date': '11/15/2019, 19:33:31', 'full_text': 'Swim: less than a half hour until the start of the Kemp-Fry Invitational! #GoTigers #FearTheRoar https://t.co/G392af6QiB'}"
990,"{'date': '03/22/2018, 15:30:44', 'full_text': 'Make school simpler with these 8 student life hacks! From acing presentations to fixing up your room, these hacks will really make a difference! Find them at https://t.co/jTQLOOOeC7 #DSL #StudentHacks https://t.co/sMYjOIL97t'}","{'date': '09/25/2017, 14:08:08', 'full_text': 'RT @Dal_Alumni: Tomorrow: Connect w/potential employers, learn about entrepreneurship &amp; more at the Halifax Universities Career Fair https:…'}",,"{'date': '03/13/2019, 23:18:38', 'full_text': 'Thank you so much to our amazing #Dal3MT judges! It was a tough job, but you did it with style and grace! @kristanhines @DrIvanJoseph https://t.co/pV52VCoiQe'}","{'date': '02/27/2019, 17:43:43', 'full_text': 'RT @EDEN25_Official: EDEN offers 5 webinars during the Open Education Week 2019 #OEWeek - Register and join us! #openeducation #webinar\nhtt…'}","{'date': '11/15/2019, 19:29:26', 'full_text': 'WVB: one down, two to go! https://t.co/OLbOe3nbH4'}"
991,"{'date': '03/21/2018, 20:30:39', 'full_text': 'Want to learn more about integrating source material into your own paper? The Writing Centre will teach you how! Tomorrow (Mar 22) from 5-6pm in room 2616 of the Killam Library. https://t.co/4LkQGn4zkg https://t.co/jpNOTv4ifP'}","{'date': '09/25/2017, 13:01:30', 'full_text': ""Only ONE week remains to register for TJX Canada's visit on campus! Check out myCareer for more details! https://t.co/8s0NjXlJql""}",,"{'date': '03/13/2019, 23:10:44', 'full_text': 'And, drum roll please... the winner of the 2019 #Dal3MT was Adrian Herod from Microbiology &amp; Immunology for his presentation ""Salmonella, We’ll Infect You if You Lettuce"" 🦠🥬🏅 @Dal_micro_immun @DalMedSchool @DalVPR https://t.co/ORYBD7etep'}","{'date': '02/27/2019, 16:04:04', 'full_text': 'RT @DalGradStudies: The MSSU Student Awards competition is now open for current or entering students in a Master’s or Doctoral health-resea…'}","{'date': '11/15/2019, 19:19:50', 'full_text': '#GoTigers! https://t.co/AtZqlhJmXm'}"
992,"{'date': '03/21/2018, 18:01:40', 'full_text': 'Your feedback on your student experience helps improve the programs and services offered to students. Check your Dal email for your invitation to take the Graduating Student Survey. https://t.co/Nyx2RNrk6c https://t.co/qPOrM6xIvF'}","{'date': '09/25/2017, 10:50:05', 'full_text': 'Communication Security Establishment and @HealthCanada  are on campus today! Learn more about the great opportunities they have to offer.'}",,"{'date': '03/13/2019, 23:07:23', 'full_text': 'Second goes to Baillie Holmes from Civil &amp; Resource Engineering @Civil_Resource @DalEngineering https://t.co/x4AGF5wEpU'}","{'date': '02/27/2019, 16:02:43', 'full_text': 'RT @insidehighered: Smartphones and tablets are changing how teachers teach and students learn https://t.co/oVsER1O36y'}","{'date': '11/15/2019, 18:01:07', 'full_text': ""❗ New Tiger Alert ❗ \nTigers men's volleyball head coach Dan Ota is pleased to announce the commitment of Josh DeYoung for the 2020-21 season! \n📰 https://t.co/MO5lFl45eQ\n\n#DalBound #GoTigers\n@DalStudentUnion @DalStudentLife @DalhousieU https://t.co/VWTRus9nKW""}"
993,"{'date': '03/21/2018, 15:50:19', 'full_text': 'Dreading your next group project? Check out ""Working in a group: Getting Started"" workshop happening today (March 21) from 5:30-6:30 in the Mona Campbell rm 1107! Here you\'ll learn how to make group projects something you\'ll look forward to!'}","{'date': '09/24/2017, 15:50:10', 'full_text': 'Communication Security Establishment and @HealthCanada are on campus tomorrow! Last chance to register! https://t.co/zxOFMwDoFz'}",,"{'date': '03/13/2019, 23:05:32', 'full_text': 'Third place goes to Dilshan Weerasinghe from Musicology! 🎵🏆 @DAL_FASS @FSPADal @DalVPR @dilshann_3598'}","{'date': '02/26/2019, 12:44:00', 'full_text': 'Nova Scotia Health Authority CEO Janet Knox to retire | The Chronicle Herald https://t.co/f6Yk8JuHup'}","{'date': '11/15/2019, 17:40:09', 'full_text': ""Good luck to both our basketball teams this weekend as they head across the bridge to take on the @UPEIPanthers! Tonight's games begin at 6/8pm! Catch all the action on AUStv! \n#GoTigers #FearTheRoar""}"
994,"{'date': '03/21/2018, 13:10:21', 'full_text': 'Tonight (Mar 21)! The Writing Centre Write-In, from 7-9pm in the Killam Learning Commons. Meet an advisor, ask quick questions drop-in style, sit and work on your paper and then ask more follow-up questions! https://t.co/bWu18MaJnL https://t.co/e4itrF4Cp5'}","{'date': '09/21/2017, 18:37:05', 'full_text': 'RT @BoC_Jobs: Our HR reps are ready to answer your questions about university recruitment. Tweet us your questions using #AskBoC https://t.…'}",,"{'date': '03/13/2019, 22:54:05', 'full_text': 'And the winner of the People’s Choice award is Yvonne Brandelli of Psychology &amp; Neuroscience 🏅🎉 @DalMedSchool @DrCChambers https://t.co/ITaSbNvz35'}","{'date': '02/25/2019, 19:12:40', 'full_text': 'RT @WCOL2019: We have officially opened registrations for the 2019 @icde_org World Conference on Online Learning as we approach the paper s…'}","{'date': '11/15/2019, 17:30:49', 'full_text': ""Good luck to our men's hockey team today as they travel down the road to take on @SMUHuskies in AUS hockey action! Catch the action on AUStv!\n#GoTigers #FearTheRoar""}"
995,"{'date': '03/21/2018, 12:35:13', 'full_text': ""Have you heard of Dal's Ombudsperson? Wondering what they can do for you? Visit https://t.co/VIfD36nbNB to learn about how they can help YOU with any university concerns you may have. #DSL #Ombudsperson https://t.co/S8NJ4lurtL""}","{'date': '09/21/2017, 17:50:06', 'full_text': ""#TBT to @scotiabank and @jdirvinglimited winning MCS's Employer of the Year awards for 2016! https://t.co/5a4ijXVJHG""}",,"{'date': '03/13/2019, 22:34:49', 'full_text': '@CaperJ9 @DalHealth @dalscsd Trying!'}","{'date': '02/25/2019, 18:26:45', 'full_text': 'RT @DalGlobalHealth: Join us this Friday, March 1st for a screening of the short documentary, The Journey, and panel discussion on Indigeno…'}","{'date': '11/15/2019, 17:15:21', 'full_text': ""It's another Tigers hockey game day! Come out to the Halifax Forum tonight to cheer on your Tigers as they face off against the @TommiesSTU! Puck drop is at 7pm! \nDon't forget: home games are free for @DalhousieU students with their DalCard! \n#GoTigers #FearTheRoar https://t.co/3uCJxtJ7XU""}"
996,"{'date': '03/20/2018, 21:50:13', 'full_text': 'Are you a graduating student? Want to win $100? Check your Dal email for the CUSC survey! It only takes a few minutes to complete, so what are you waiting for? Learn more at https://t.co/9OISYxtasa https://t.co/l22oCTLEiY'}","{'date': '09/21/2017, 13:50:11', 'full_text': 'Invest in the next generation of the workforce and hire one of our co-op students or recent graduates https://t.co/ny7I1ia6Wg'}",,"{'date': '03/13/2019, 22:34:37', 'full_text': 'Kalli Hood from Community Health &amp; Epidemiology says we need to “Give cancer the big screw you it deserves. Who would have known it would come down to toenails!?” https://t.co/IjLAhSSgK3'}","{'date': '02/25/2019, 18:26:06', 'full_text': 'RT @DalHealth: Join the Dalhousie Health Science Students Association for their speaker series entitled ""Hot Topics in Health Care"", next m…'}","{'date': '11/15/2019, 12:30:33', 'full_text': ""It's a Tigers swimming meet day! Our Kemp Fry Invitational begins today as events kick off at Dalplex! The meet features @AUS_SUA teams and @McGillAthletics! Today's finals start at 4pm! \n#GoTigers #FearTheRoar https://t.co/S8WRgiRaWc""}"
997,"{'date': '03/20/2018, 20:50:09', 'full_text': ""Want a night out on Thursday to help celebrate some amazing Dal students? There are now a limited number of FREE tickets to the Impact Awards! Grab 'em before they're gone! https://t.co/FmJlSb3gqB #IMPACTAwards2018 #DalImpact https://t.co/YAai5C9UxS""}","{'date': '09/20/2017, 17:28:03', 'full_text': 'RT @JobHuntOrg: Going to a #jobinterview? Consider these 45 great questions for YOU to ask them! https://t.co/G5Avjtso4V'}",,"{'date': '03/13/2019, 22:31:50', 'full_text': ""Don't be so modest, Brett! You're doing a great job! https://t.co/ITo88a8Uwz""}","{'date': '02/25/2019, 16:28:25', 'full_text': 'RT @GovCanHealth: Each year, more than 45,000 Canadians die from illnesses caused by smoking. Find out how sharing a story can help someone…'}","{'date': '11/15/2019, 12:30:32', 'full_text': ""Good luck to our women's volleyball team today as they hit the road for New Brunswick to take on @aiglesbleus this afternoon at 3pm! This is the first game of the three day @AUS_SUA league tournament at @UNBAthletics! Catch all the action on AUStv!\n#GoTigers #FearTheRoar""}"
998,"{'date': '03/20/2018, 17:05:16', 'full_text': 'Dal lays claim to 91 Rhodes Scholars so far, want to be #92? Come to an info session on today (March 20) from 5:30-6:30 for all the info about applying for this prestigious chance to study at Oxford! For more info check out https://t.co/7Yq4xDrhdX'}","{'date': '09/20/2017, 17:00:25', 'full_text': ""@IBM  is visiting Dal campus in one week! Register on myCareer so you don't miss out! https://t.co/DBi2Qd3DeT https://t.co/ZvbIfmE6yr""}",,"{'date': '03/13/2019, 22:29:59', 'full_text': 'Here they are! Our finalists in the moments before the winners are declared. Good luck to you all! You did an amazing job!🤞#Dal3MT https://t.co/6pfqUq7F7V'}","{'date': '02/25/2019, 16:26:20', 'full_text': ""RT @OpenGovCan: Hey #students! Have you signed up for our online info session for our #opendata Student Challenge? There's still time! Join…""}","{'date': '11/14/2019, 21:04:39', 'full_text': 'Will it be 22 years in a row? Buckle up cause we are going to find out soon! Check out the men’s swimming season preview below! \n📰 https://t.co/VJQVyUXb9x\n#GoTigers #FearTheRoar https://t.co/yf2KnoGyE1'}"
999,"{'date': '03/20/2018, 15:05:21', 'full_text': 'Struggling to capture the key points in lectures? Check out the Note-Taking and Listening Techniques workshop happening today (March 20) in the Mona Campbell 1107 from 4-5pm! https://t.co/CWnul4eLsk'}","{'date': '09/20/2017, 16:37:32', 'full_text': 'RT @Job_Junction: Have you graduated University or College in the last 5 yrs and are looking for #Work? Check out Launch! https://t.co/ubQ5…'}",,"{'date': '03/13/2019, 22:26:18', 'full_text': 'Communication Sciences &amp; Disorders student Juliana McLaren says “If you want to protect what’s in between your ears you have to protect your ears as well.”👂🏽 @dalhealth @dalscsd https://t.co/by8eZghlUQ'}","{'date': '02/25/2019, 16:25:38', 'full_text': 'RT @DalLibraries: Happy Fair Dealing Week! Find out more about Fair Dealing Week at https://t.co/drOTgHcoTy #dalcopyright #fairdealing #fai…'}","{'date': '11/14/2019, 21:01:03', 'full_text': 'Are you ready to cheer on our women’s swim team tomorrow? No? \nWell you’re in luck! Here is the women’s swim team season preview! https://t.co/DYxMDkuOKO\n#GoTiger #FearTheRoar https://t.co/2y1jvgErWJ'}"
1000,"{'date': '03/20/2018, 12:30:43', 'full_text': 'Tonight (Mar 20)! Discuss issues of racial discrimination in words and songs featuring moderator El Jones, participant artists and panelists, with Zambian dance.  https://t.co/Mt20n60qcB https://t.co/Gty64lzmcC'}","{'date': '09/20/2017, 12:50:11', 'full_text': ""Don't forget to attend @scotiabank and @TurnerDrakeLtd information sessions! They are happening today! https://t.co/165z26RuSU https://t.co/SZc5HG5agU""}",,"{'date': '03/13/2019, 22:24:56', 'full_text': 'Nicky Tam of Biomedical Engineering is creating prostate tissues in the lab so that he can investigate how to treat prostate cancer in patients. @DalMedSchool @DalEngineering https://t.co/Xh60lWgEHf'}","{'date': '02/25/2019, 16:25:19', 'full_text': 'RT @STLHE_2019: Registration for the STLHE 2019 conference is now officially OPEN! \nhttps://t.co/jDtUatutFY\n\nL’inscription au congrès SAPES…'}","{'date': '11/14/2019, 15:19:24', 'full_text': ""For this week's #ThrowbackThursday, we want to take a look back at the success of the 2012-13 men's swimming team! Read their season recap below! \n📰https://t.co/oMWEeE54Qb\nYou can catch this year's team in action this weekend in Dalplex! \n#TigerPride #TBT https://t.co/aAezBdetAz""}"
1001,"{'date': '03/19/2018, 19:25:11', 'full_text': 'FREE, confidential, and non-invasive STI screening clinics are happening TODAY in the SUB lobby from 7-9pm. What are you waiting for? Get checked! https://t.co/7IlZkHS9lC #DalhousieU https://t.co/WZkP8cYFz3'}","{'date': '09/19/2017, 18:55:14', 'full_text': '.@SherwinWilliams  and @DHLsupplychain   are on campus in just one week! Register today on myCareer: https://t.co/ynopv8qgey https://t.co/WFbCvUmYgo'}",,"{'date': '03/13/2019, 22:24:01', 'full_text': 'Musicology student Dilshan Weerasinghe says we can look through the lens of hip hop artist Kendrick Lamar to find answers to racism and other social ills  #Dal3MT @DAL_FASS @FSPADal https://t.co/RWq0PwLkM0'}","{'date': '02/25/2019, 13:34:08', 'full_text': ""RT @DalhousieU: Our General Entrance Award applications are now open and available until March 1, 2019. Are you ready to show us what you'v…""}","{'date': '11/14/2019, 01:10:51', 'full_text': 'WHOC : Final Score \n.\n.\nDal - 0 | STFX - 3\n.\n.\n@StFXAthletics wins this @AUS_SUA game w/ 3 goals in the 3rd period\n.\n.\n#GoTigersGo'}"
1002,"{'date': '03/19/2018, 19:05:20', 'full_text': 'Trying to figure out electives to take for the upcoming year? Worry not with this easy guide on how to pick the right electives! Find it at https://t.co/6Xl2wsHjjd #DSL #Blog #Electives https://t.co/DiaWkpR9QD'}","{'date': '09/19/2017, 17:01:52', 'full_text': 'RT @BoC_Jobs: Tweet your questions about university recruitment process using #AskBoC. We will answer on 21 Sept. from 2-3PM ET  https://t.…'}",,"{'date': '03/13/2019, 22:13:05', 'full_text': 'RT @NoelPendergast: Arthritis in children ... Very important research presented at #Dal3MT @DalGradStudies https://t.co/98ngvgx61A'}","{'date': '02/25/2019, 13:31:18', 'full_text': ""RT @kylierpeacock: We're hiring! We need an amazing research assistant to join our team at @Dal_OT at #DalhousieU! A great opportunity if y…""}","{'date': '11/14/2019, 01:08:24', 'full_text': 'WHOC: 🏒 highlight\n\n1 minute left but #7 Stanwood is still out here dangling players!! \n.\n.\n@StFXAthletics @AUS_SUA #FearTheRoar'}"
1003,"{'date': '03/19/2018, 15:30:44', 'full_text': 'Want to learn more about integrating source material into your own paper? The Writing Centre has monthly seminars that teach you how. Next workshop: March 22 (5-6pm) in room 2616 of the Killam Library. https://t.co/4LkQGn4zkg https://t.co/C5mWDxJSzA'}","{'date': '09/19/2017, 15:12:06', 'full_text': 'RT @TurnerDrakeLtd: Come have pizza with us tomorrow at Dal! https://t.co/XO5iwDy1sv'}",,"{'date': '03/13/2019, 22:11:58', 'full_text': 'Alex Louli from Physics &amp; Atmospheric Science says flying cars will be possible when he and his colleagues improve the energy density of lithium batteries. 🔋 @DalScience https://t.co/H3Q3kQLLeq'}","{'date': '02/25/2019, 13:27:28', 'full_text': ""RT @DalHealth: Help The Food Policy Lab celebrate the new Canada's Food Guide, and brainstorm new ways to use it in our homes, schools, and…""}","{'date': '11/14/2019, 01:00:53', 'full_text': 'WHOC: 🏒 GOAL\n.\n.\n@StFXAthletics scores the empty netter\n.\n.\n@AUS_SUA #GoTigersGo'}"
1004,"{'date': '03/19/2018, 15:30:43', 'full_text': 'Tomorrow (Mar 20), discuss issues of racial discrimination in words and songs featuring moderator El Jones, participant artists and panelists, with Zambian dance. @DalStudentUnion  https://t.co/KRTJ2x7xSM https://t.co/emviNovFaF'}","{'date': '09/19/2017, 14:41:43', 'full_text': 'RT @GTCanadaNewGrad: Attention Nova Scotia Students! Our #NewGrad and #Co-op job postings close tomorrow at 11:59 am (ADT) - Apply now: htt…'}",,"{'date': '03/13/2019, 21:52:39', 'full_text': 'Microbiology &amp; Immunology student Emma Finlayson-Trick makes an impact with her slide in the first #Dal3MT presentation of the night. Says “How can we shy away from our abdominal health and the inevitable poops that follow?“ 💩\xa0@DalScience @Dal_micro_immun https://t.co/4C5pY2ixxD'}","{'date': '02/25/2019, 13:24:36', 'full_text': 'Families frustrated after immigration website shuts down in minutes | CBC News https://t.co/6Rq0xFGD2Q'}","{'date': '11/14/2019, 00:59:43', 'full_text': 'WHOC: GOALIE PULLED! \n.\n.\nDal pulls the goalie to get an extra skater on the ice vs @StFXAthletics \n.\n.\n@AUS_SUA #GoTigersGo'}"
1005,"{'date': '03/19/2018, 15:15:25', 'full_text': ""Have trouble concentrating? Check out the Get Focused: Concentration and Memorization workshop happening today (March 19) from 4:30-5:30pm in the McCain 2016! If you can't make it today check out https://t.co/FplEQqmYwU for more workshops! @DalStudySuccess https://t.co/HwD2MndA8l""}","{'date': '09/19/2017, 14:11:10', 'full_text': 'RT @DALCLDC: Join us on room 224 @DalStudentUnion! @DalMCS @Dal_Alumni https://t.co/sBdjqgs6Wr'}",,"{'date': '03/13/2019, 21:50:47', 'full_text': '.@Brett_CBC has kicked things off with style! https://t.co/UhmMQFe5He'}","{'date': '02/25/2019, 13:07:26', 'full_text': ""Now THAT's #openaccess 🌍 https://t.co/LhXNU2sj7w""}","{'date': '11/14/2019, 00:54:53', 'full_text': 'WHOC: 🏒 GOAL!\n.\n.\n@StFXAthletics gets a second goal with 9 minutes left in the 3rd period\n.\n.\n@AUS_SUA #GoTigersGo'}"
1006,"{'date': '03/19/2018, 12:30:39', 'full_text': 'Join the School of Health Administration for their open house on March 26 and learn how an undergraduate degree in any discipline can lead to a rewarding career in health administration. Register now: https://t.co/MzzMAdi6Po https://t.co/mRqtQZoI9h'}","{'date': '09/19/2017, 12:50:10', 'full_text': '.@BoC_Jobs is on campus today recruiting for Research Assistant and Economist/Analyst positions! @dalmba @DalCommerce'}",,"{'date': '03/13/2019, 21:20:44', 'full_text': 'We’re live tweeting from the #Dal3MT finals TONIGHT!🗣🧠 Tune in or come on down to the SUB on Dal campus to check out the action!🎉 Things get underway at 6:30pm! https://t.co/IBFjcsRNIW'}","{'date': '02/25/2019, 13:03:46', 'full_text': 'RT @DalCrossroads: Just 20 days until #Crossroads2019! We hope you’re as excited as we are. Remember, registration is still open! Registeri…'}","{'date': '11/14/2019, 00:52:51', 'full_text': 'WHOC: 🏒 Goalie Stats\n.\n.\nDal goalie #31 Fabiana Petricca made 40 STRAIGHT SAVES before that goal!!!\n\n#FearTheRoar \n\n@StFXAthletics @AUS_SUA'}"
1007,"{'date': '03/19/2018, 11:30:31', 'full_text': ""It's back! The Writing Centre Write-In, this Wednesday (Mar 21) and next (Mar 28) from 7-9pm in the Killam Learning Commons. Meet an advisor, ask quick questions drop-in style, sit and work on your paper and then ask more follow-up questions! https://t.co/5bIEqioOYL https://t.co/HWbxPHs7ec""}","{'date': '09/19/2017, 12:50:07', 'full_text': '.@scotiabank and @TurnerDrakeLtd are on campus TOMORROW! Last chance to register for their great events! https://t.co/iJzQr6UDA1'}",,"{'date': '03/13/2019, 20:00:27', 'full_text': ""6:30pm TONIGHT, the 2019 #Dal3MT finals in the Dal Student Union Building for the ultimate show down in grad student research. 🧠🗣💰 Reception to follow – don't miss the fun! 🎉\n https://t.co/nFsQJjEQxR https://t.co/SBQEhHiana""}","{'date': '02/21/2019, 20:17:34', 'full_text': 'What it Means to Give Back: Reece Bearnes https://t.co/5NkbhzsmNL'}","{'date': '11/14/2019, 00:50:42', 'full_text': 'WHOC: 🏒 STFX SCORES!\n.\n.\n@StFXAthletics is the first on the board! 13 minutes left in the 3rd period\n.\n.\n@AUS_SUA #GoTigersGo'}"
1008,"{'date': '03/19/2018, 11:30:30', 'full_text': ""Call out for high-achieving, extra-curricular superstars! Info session tomorrow (Mar 20) to find out more about applying for the Rhodes scholarship. You too could study at Oxford, like last year's winner, Nayani Jensen. https://t.co/7ubV6kMnZe https://t.co/kCMXZH6BNZ""}","{'date': '09/19/2017, 12:05:12', 'full_text': '#CareerTipTuesday #CareerTip Prepare for the @HfxCareerFair by  attending our workshop today in room 2068! https://t.co/yp8BafWyzr'}",,"{'date': '03/13/2019, 17:40:18', 'full_text': 'TONIGHT!🥊Come watch the 3 Minute Thesis finals and see which grad student researchers reign supreme! 🧠🏅https://t.co/RtsATeGB52🎉@DalhousieU @dalfcs @DAL_FASS @DalEngineering @DalHealth @DalMedSchool @DalDentistry @SchulichLaw @DalManagement @dalagriculture @DalScience https://t.co/O54UlpAqef'}","{'date': '02/21/2019, 13:21:44', 'full_text': 'Faculty of Health researchers receive CIHR funding https://t.co/tWsZ4bJnsM'}","{'date': '11/14/2019, 00:39:48', 'full_text': ""RT @TMAC680: The @DalTigers host the @StFXAthletics in @AUS_SUA women's hockey action at the @halifaxforum https://t.co/7NDEv9IlND""}"
1009,"{'date': '03/18/2018, 15:00:33', 'full_text': ""Want to win a $15 Mezza gift card? Today is the last day to take the #ThinkSafeDrinkSafe quiz for your chance to win! It will only take a couple minutes of your time and you'll learn some great tips for safe drinking. #DalhousieU https://t.co/xQd4XFNRet https://t.co/XEBqauZ3pU""}","{'date': '09/18/2017, 19:50:04', 'full_text': ""Last chance to register for the @BoC_Jobs's visit tomorrow! Check out myCareer for more details! https://t.co/3t3CNNbnd5""}",,"{'date': '03/13/2019, 17:15:16', 'full_text': 'On March 19, Fabien Lindeperg from the Department of Chemistry in @DalScience will defend their PhD thesis entitled ""Investigation of P-H, O-H, and Si-H Oxidative Addition Involving Group 9 Metal PSiP Complexes"". All the best, Fabien! #DalDefenders @DalhousieChem https://t.co/fH5BRvqwMN'}","{'date': '02/21/2019, 12:37:32', 'full_text': 'RT @DalhousieU: Do you want to know more about study abroad programs 🛩️ , majors, minors, certificates and other opportunities available at…'}","{'date': '11/14/2019, 00:34:17', 'full_text': 'WHOC: 🏒 2nd Period Update\n.\n.\nIt is still scoreless!!! Both goalies are brick walls tonight!\n.\n.\n@StFXAthletics @AUS_SUA \n#GoTigersGo'}"
1010,"{'date': '03/17/2018, 23:07:16', 'full_text': 'Laser tag is happening at Sexton Gym from 8pm-12am! Come check it out! There are snacks and goodie bags! @DalAfterDark #StPatricksDay'}","{'date': '09/18/2017, 15:50:33', 'full_text': 'RT @BoC_Jobs: Week 2 of our university recruitment campaign is in full swing. See where we will be. https://t.co/9Pgmwn0rLU https://t.co/Kv…'}",,"{'date': '03/13/2019, 14:00:21', 'full_text': ""Congratulations again to the 10 finalists who will be competing in tonight's 3 Minute Thesis finals! You won't want to miss this final show down of brains &amp; brevity! Details here 👉🏾 https://t.co/3QD6HTlbeO #Dal3MT @DalEngineering @DalMedSchool @DAL_FASS @DalScience @DalHealth https://t.co/U61ZnzPNy4""}","{'date': '02/20/2019, 14:39:20', 'full_text': 'RT @DalGradStudies: Attention Students! Take part in the 2019 National @IDeA_Canada student competition! Design for a more inclusive Canada…'}","{'date': '11/14/2019, 00:14:34', 'full_text': 'WHOC: 🏒 Dal pulls through both penalty kills unscathed vs @StFXAthletics\n.\n.\n #GoTigersGo @AUS_SUA'}"
1011,"{'date': '03/17/2018, 23:00:35', 'full_text': ""Have you heard that laser tag is happening right NOW in the sexton gym until midnight? Bring your friends and end off St. Patrick's day with indoor extreme laser tag! Did we mention there's free snacks? @DalAfterDark #DalStudentLife #StPatricksDay https://t.co/6mMnspej90""}","{'date': '09/18/2017, 15:12:16', 'full_text': 'RT @DALCLDC: Need help writing your resume? Our second session starts at 2 with @cibc &amp; @Job_Junction Prepare for the #HUCF @DAL_FASS @DalM…'}",,"{'date': '03/12/2019, 19:53:49', 'full_text': 'The #Dal3MT preliminary heats are a wrap! Baillie Holmes from Civil &amp; Resource Engineering took the last round with her presentation “Algae, Archives and the Mattatall Lake Conundrum” 🦠🔬See everyone at the finals tomorrow night! 🎉 https://t.co/RtsATeGB52 @DalEngineering https://t.co/ZrXsM64qkZ'}","{'date': '02/15/2019, 18:45:33', 'full_text': ""RT @DalGazette: Haven't been able to pick up a book and read for fun in a while? Check out these tips for getting back into reading settlin…""}","{'date': '11/14/2019, 00:13:27', 'full_text': 'WHOC 🏒: Penalty Kill\n.\n.\n#23 Unnecessary Roughness | DAL\n.\n.\n@StFXAthletics power play gets extended\n.\n.\n@AUS_SUA #GoTigersGo'}"
1012,"{'date': '03/17/2018, 19:30:29', 'full_text': ""1...2...3... Don't Pour! Keep count of how many drinks you are consuming. #ThinkSafeDrinkSafe https://t.co/5tW7oZ0nak""}","{'date': '09/18/2017, 15:07:39', 'full_text': 'RT @WorkCoachCafe: Practice makes perfect! Successful elevator pitch in 7 steps #jobsearch https://t.co/C7LF3Wub8R'}",,"{'date': '03/12/2019, 18:35:22', 'full_text': ""Adrian Herod from Microbiology &amp; Immunology had something to shout about after taking round 9 of the #Dal3MT heats with his presentation “Salmonella, we'll infect you if you lettuce”🥬 See you at the finals tomorrow night!🎉 https://t.co/RtsATeGB52 @DalMedSchool @Dal_micro_immun https://t.co/30utIcmBGA""}","{'date': '02/15/2019, 11:57:09', 'full_text': 'RT @CADTH_ACMTS: Do you want to help shape #healthpolicy in Canada? CADTH is looking for 12 individuals to join the Patient and Community A…'}","{'date': '11/14/2019, 00:11:45', 'full_text': 'WHOC : 🏒 Penalty Kill\n.\n.\n#4 tripping | DAL\n.\n.\n@StFXAthletics goes on the powerplay \n\n@AUS_SUA #GoTigersGo'}"
