,DalhousieU,DalStudentUnion,DalSecurity,DalResidence
1260,"{'date': '04/14/2019, 23:43:01', 'full_text': ""Summer will be here before you know it! ☀️ If you're sticking around Halifax, @DalStudentLife has created a list of must-see summer events: https://t.co/Xgm8Z4cSck https://t.co/3knu84vzKu""}","{'date': '10/27/2016, 16:12:26', 'full_text': 'Fight the fees lunch and learn is about to start outside the Grawood! Come grab some free food! @theloadedladle #alloutnov2'}","{'date': '09/10/2015, 11:20:50', 'full_text': 'Owner just showed up... One happy puppy again.  😁'}","{'date': '03/22/2017, 22:15:09', 'full_text': 'Application closes tomorrow! https://t.co/HZe8qyq3Gm'}"
1261,"{'date': '04/14/2019, 12:20:02', 'full_text': ""Mark your calendars and empty your closets! It's time to make room for all the fabulous things you'll find at the @HalifaxDumpNRun. 👖 Details: https://t.co/f3SSHOWwFq https://t.co/2mXIuYO18A""}","{'date': '10/27/2016, 15:24:19', 'full_text': 'Halloween is supposed to be fun, but being offensive crosses that line. Remember to make sure… https://t.co/rKiIsMWOcQ'}","{'date': '09/10/2015, 11:15:36', 'full_text': 'Anyone know how to contact the owner of dog tied up outside of the McCain? Pup is a little stressed. Pls RT http://t.co/2wAy9p5CSX'}","{'date': '03/22/2017, 18:55:06', 'full_text': 'Wow! https://t.co/82kRQjB363'}"
1262,"{'date': '04/14/2019, 02:27:00', 'full_text': 'Ocean researchers are champions of the sea. Learn more about how @OceanFrontier, and #DalhousieU, are creating a culture of marine stewardship that’s driving positive change. 🐙 https://t.co/TKrAm8rEmq'}","{'date': '10/27/2016, 15:09:09', 'full_text': 'Join us for some Spooky Halloween events! 🎃👻🍂 Be sure to register for the haunted corn maze this… https://t.co/G7goISl0Xn'}","{'date': '09/10/2015, 10:49:14', 'full_text': 'If you have not purchased your parking permit yet - do it online at http://t.co/cyuiwQ7SAu 2/2'}","{'date': '03/22/2017, 14:35:15', 'full_text': 'Hey #DalResidence! Are you thinking of donating your hair? Stop by the 1246 LeMarchant Street Atrium, from 11am-5pm on Friday to donate!'}"
1263,"{'date': '04/13/2019, 19:05:02', 'full_text': 'Last week, @DAL_FASS welcomed colleagues and friends from across #DalhousieU to share in the celebration of their faculty members’ published research, scholarship, edited works and performances over the past year. https://t.co/LmYfTQEwzD'}","{'date': '10/27/2016, 02:06:39', 'full_text': 'YOU HAVE ACADEMIC AMNESTY ON NOV 2! You cannot be penalized academically for going #ALLOUT. So come out to the National Day of Action! https://t.co/vuGWmaZVIg'}","{'date': '09/10/2015, 10:46:55', 'full_text': ""If you bought your parking permit between Aug 24 - 31, 2015 - it's ready for pick up in our office. Bring your Dal ID. 1/2""}","{'date': '03/22/2017, 14:21:26', 'full_text': 'RT @DalOfficeSust: The 2017 #DalEcolympics winner is Chapman House! \nWe were very impressed by the energy and water reduction achieved by a…'}"
1264,"{'date': '04/13/2019, 13:19:02', 'full_text': 'Have you heard of WellTrack? It’s a free online self-help program that targets stress, anxiety, depression and phobias – conveniently accessed wherever you are! By signing up, you’ll get support from a real WellTrack coach. More info: https://t.co/nq6AaDRtef (🏷 @DalStudentLife) https://t.co/5RTF7ox7jP'}","{'date': '10/26/2016, 19:01:29', 'full_text': 'Students at ag campus are going #alloutnov2 !!! https://t.co/7XYKeF6RQZ'}","{'date': '09/08/2015, 19:21:26', 'full_text': 'RT @DalPres: Would love to meet more of our 1st-yr Dal students. First 5 Twitter replies, lunch is on me this Friday. @dsuoweek #welcomeabo…'}","{'date': '03/22/2017, 00:00:34', 'full_text': ""Living in residence with a meal plan next year? We're looking for 9 students to provide weekly feedback about the dining halls. https://t.co/J7KkIHChNv""}"
1265,"{'date': '04/12/2019, 22:40:01', 'full_text': ""Are you a #DalBound student? Join the incoming class of 2019-20 Facebook group to connect with your new classmates, ask questions and get to know #DalhousieU! We can't wait to see you next fall! 🐯 https://t.co/NCcjH7yZFI https://t.co/uW6sAb51Fp""}","{'date': '10/26/2016, 15:52:56', 'full_text': ""Why are you going #alloutnov2 because collage shouldn't be treated as a luxury @ Dalhousie… https://t.co/GrnqvxDIuJ""}","{'date': '09/08/2015, 02:09:48', 'full_text': 'Our officers at the Agricultural Campus were all smiles today as they joined in the O-week… https://t.co/7llg4dN3xy'}","{'date': '03/21/2017, 21:40:10', 'full_text': ""Looking for a part-time job for next year? We're looking for an involved student who loves living in res to help us with our social media! https://t.co/kXKz88uydL""}"
1266,"{'date': '04/12/2019, 19:00:33', 'full_text': '“When you invest in the Performing Arts Campaign, you’re investing in the future of #DalhousieU students, the community and the country,” says @Dal_Alumni Alex Kavanagh (CCS’92). Read her story here: https://t.co/IrKXwWhsYC #DalPerformingArtsCampaign https://t.co/ckMslOsvap'}","{'date': '10/26/2016, 15:41:05', 'full_text': 'Why are you going #alloutnov2 because knowledge should be a right not a privilege! @ Dalhousie… https://t.co/g2BkzZCcBP'}","{'date': '09/08/2015, 01:47:32', 'full_text': 'Thx @Dal_Ag_Students for the opportunity to work out unresolved merger tensions. 😂 #LabourManagementTalks http://t.co/5aENq270hv'}","{'date': '03/21/2017, 15:28:49', 'full_text': ""RT @DalFoodServices: All set up for today's burger week theme lunch at Shirreff!  Come one come all -  we love burgers!  @DalResidence http…""}"
1267,"{'date': '04/12/2019, 16:11:27', 'full_text': ""An unlikely background in the arts and a chance conversation led Andrew Rau-Chaplin to a future in computing. Now, he's putting his rich academic career and industry experience to work, overseeing rapid growth in the @dalfcs: https://t.co/NwvGLvwBCP https://t.co/alJv0DtWm5""}","{'date': '10/26/2016, 15:37:00', 'full_text': 'Why are you going #alloutnov2 ? Because I am paying to get a job!? @ Dalhousie Agricultural Campus https://t.co/1S4RtB4WwD'}","{'date': '09/07/2015, 20:45:45', 'full_text': 'Step it Hfx campuses.. @Dal_Ag_Students and @dalagriculture took us in for a meal with the new students. @fun edalac http://t.co/pmzu72AfWT'}","{'date': '03/21/2017, 14:20:19', 'full_text': 'Throwback Yoga is here #DalResidence! Come to the SUB Wellness Room tonight at 6:45 or 8pm for $10/person &amp; yogi jam to your fav throwbacks!'}"
1268,"{'date': '04/12/2019, 14:07:01', 'full_text': 'What a great day for the @marathonofhope launch event! 👏 Congratulations to all the researchers who will be doing important work as part of the Atlantic Cancer Consortium, including those from #DalhousieU! (🏷 @DalMedSchool) https://t.co/qCyCotpKYm'}","{'date': '10/26/2016, 15:12:55', 'full_text': 'Why are you going #alloutnov2 ? Because it would allow less financially stable students to… https://t.co/gtcBlIlHjh'}","{'date': '09/07/2015, 14:24:08', 'full_text': 'Kelsey photobombs the @DalPROsocial gang at #dal101 - check them out &amp; follow! @dsuoweek http://t.co/5ZY034KjAB'}","{'date': '03/20/2017, 20:07:19', 'full_text': 'RT @Dalnews: Students compete in the 2017 @DalResidence Charity Face-Off and raise $13,000 for the @IWKFoundation #DalProud https://t.co/bP…'}"
1269,"{'date': '04/12/2019, 11:45:00', 'full_text': '“Battery tech is a pretty unique field. It’s not like everywhere in the world has a good community of battery innovators, but Halifax does,” says Ryan Brown, co-founder and CEO of the start-up with a new home base in Halifax 🔋 https://t.co/ViOTACHMBZ'}","{'date': '10/26/2016, 14:45:49', 'full_text': ""Why are you going #alloutnov2 ? Because education is everyone right and shouldn't be exclusive… https://t.co/Jbh7BrAnYT""}","{'date': '09/07/2015, 13:10:07', 'full_text': 'Hanging out with @lyndsaylor at #Dal101 talking all things restorative justice &amp; #DalSAFE. @dsuoweek #welcomeaboard http://t.co/FjyPp3QGWr'}","{'date': '03/20/2017, 17:45:24', 'full_text': 'On your mark... get set... go sign up for your classes tomorrow!! https://t.co/WOiRVCde9U'}"
1270,"{'date': '04/11/2019, 22:42:01', 'full_text': 'Congrats to #DalhousieU’s Kayla Preston! One of the 2019 Top 25 #SSHRCStorytellersfinalists 👏 : https://t.co/K4jOGfgayu https://t.co/QoVxIont0m'}","{'date': '10/25/2016, 18:07:59', 'full_text': 'The horror!!! See you #alloutnov2 https://t.co/Dre3rWUpmn'}","{'date': '09/06/2015, 21:50:40', 'full_text': 'RT @fyedalac: Always great to have @DalSecurity on campus! Have you downloaded the Dal Safe app yet?? http://t.co/LBtQ5Eydhj'}","{'date': '03/19/2017, 22:00:38', 'full_text': 'Need a part-time job next year? We need a residence student to help us with our social media! https://t.co/PL2BybOrqy'}"
1271,"{'date': '04/11/2019, 20:58:00', 'full_text': 'Welcome to #DalhousieU! 🐯 https://t.co/TBPxOvWPaG'}","{'date': '10/25/2016, 16:41:38', 'full_text': ""It's a Monster Mash! Halloween at the Grawood on Monday, Oct 31. Advanced tickets for purchase… https://t.co/b9EgMP6u9A""}","{'date': '09/06/2015, 20:53:33', 'full_text': 'RT @fyedalac: Orientation group shot!! http://t.co/99j67c6bOC'}","{'date': '03/19/2017, 16:00:53', 'full_text': ""Living in residence with a meal plan next year? We're looking for 9 students to provide weekly feedback about the dining halls. https://t.co/lhZ9cZeN3Z""}"
1272,"{'date': '04/11/2019, 17:44:00', 'full_text': 'A joint online ocean literacy initiative from #DalhousieU, @OceanFrontier and @thenfb has been nominated for a Webby People’s Voice Award. 🎊 https://t.co/xxxYLPoXGK'}","{'date': '10/25/2016, 15:40:29', 'full_text': ""We're at Sexton today giving away noodles and letting people know about #alloutnov2 stay tuned… https://t.co/0q0rCpJbPg""}","{'date': '09/06/2015, 19:41:04', 'full_text': 'Had a great time on the @dalagriculture campus today meeting the new students and parents. Yup! #DalSAFE works on this campus too! 😊'}","{'date': '03/18/2017, 19:40:11', 'full_text': ""Living in residence with a meal plan next year? We're looking for 9 students to provide weekly feedback about the dining halls. https://t.co/P3KYUZY81F""}"
1273,"{'date': '04/11/2019, 14:23:01', 'full_text': 'From @Dalplex camps to junior university, our summer camps aim to educate, challenge, and inspire. ✨ Registration is now open for a variety of our offerings: https://t.co/OpQNtSrspB https://t.co/Qa7JmekrnE'}","{'date': '10/24/2016, 19:18:57', 'full_text': 'Academic amnesty for the #Nov2ALLOUT Day of Action was just unanimously approved by senate!'}","{'date': '09/05/2015, 22:42:56', 'full_text': 'RT @ramblingstudent: Good community partnerships are key to a #safecampus! Great teamwork @DalSecurity + @HfxRegPolice! 🚔🏫🚔 #CampusSafety h…'}","{'date': '03/18/2017, 17:40:13', 'full_text': 'Need a part-time job next year? We need a residence student to help us with our social media! https://t.co/O1zGsqFaCe'}"
1274,"{'date': '04/11/2019, 12:20:02', 'full_text': 'ICYMI: apply by April 15th and you could be off on exchange next winter! 🌍 Visit https://t.co/Utl7jPwRdQ to learn more https://t.co/nTaVb2ZcB1'}","{'date': '10/21/2016, 16:12:45', 'full_text': ""The Harry Potter Society has been hard at work preparing some amazing treats! If you're looking… https://t.co/V4vFu6ynZy""}","{'date': '09/05/2015, 16:45:56', 'full_text': ""@lyndsaylor I would never! There's tons of valuable info on those maps including Dal's awesome RJ program. http://t.co/eTmGOrTIEF""}","{'date': '03/17/2017, 16:00:28', 'full_text': 'Hey @dalagriculture, looking for something to do tonight? Come out for some table tennis &amp; ultimate frisbee! #AggiesatNight #DalAC https://t.co/QhyConXh4j'}"
1275,"{'date': '04/11/2019, 00:54:00', 'full_text': ""Have you heard the a-neigh-zing news? 🐴 Heidi the miniature horse will be visiting campus this Friday, Apr. 12 between 12 and 2pm in front of the Killam Library. She's ready to show our students some love during exam time! https://t.co/CklrZM84QH""}","{'date': '10/20/2016, 17:39:58', 'full_text': 'LET US KNOW WHAT YOU THINK ABOUT FOOD ON CAMPUS!\nhttps://t.co/bqn71mKSfs https://t.co/z6aqkKAKj1'}","{'date': '09/05/2015, 16:38:46', 'full_text': 'May have just interrupted a campus tour to share the good news of free #DalSAFE app. Best for campus map &amp; Tiger Patrol. #ImmaLetYouFinish 😂'}","{'date': '03/17/2017, 15:27:20', 'full_text': ""RT @DalStudentLife: Don't let partying cost you a pot of gold! Stay safe and away from fines! https://t.co/si9v5lCEAb""}"
1276,"{'date': '04/10/2019, 22:39:02', 'full_text': ""Hey, #DalhousieU faculty and staff! 👋🏼 DYK? You're eligible for a reduced-cost @hfxtransit pass through @DalOfficeSust and Halifax SmartTrip: https://t.co/6YL00zCF5j 🚌 https://t.co/Zw5lmw85kK""}","{'date': '10/19/2016, 15:40:48', 'full_text': 'Come out to the quad and grab some free noodles and talk about free education #alloutnov2 @… https://t.co/edtfLOf2NE'}","{'date': '09/04/2015, 20:35:20', 'full_text': 'RT @HfxRegPolice: Operation Fall-Back is back - aims to reduce noise, property damage &amp; public intoxication in &amp; around universities. http:…'}","{'date': '03/16/2017, 21:00:37', 'full_text': 'Hey @dalagriculture, looking for something to do tomorrow night? Come out for some table tennis &amp; ultimate frisbee! #AggiesatNight #DalAC https://t.co/SbvGXZwjrr'}"
1277,"{'date': '04/10/2019, 19:55:00', 'full_text': 'Connect with more than 135,000 #DalhousieU alumni around the globe, in more than 150 countries. 🌍 https://t.co/noIbdPPxcd'}","{'date': '10/19/2016, 15:36:11', 'full_text': 'Sexton students love accessible education, safer campuses and FREE NOODLES!! https://t.co/iRWOiK2jE0'}","{'date': '09/04/2015, 20:05:03', 'full_text': 'A partnership in campus and community safety - Dal News - Dalhousie University http://t.co/touMlJolK1'}","{'date': '03/16/2017, 20:10:15', 'full_text': 'Living in residence with a meal plan next year? We want to hear from you! @DalFoodServices https://t.co/TXjXFWhLOh'}"
1278,"{'date': '04/10/2019, 17:30:17', 'full_text': ""13,199 different views of Earth – that’s how many of @Cmdr_Hadfield's personal photographs from his mission aboard the @Space_Station were donated to #DalhousieU! 🚀 (🏷 @csa_asc, @DalLibraries) https://t.co/TFvBCr65tg""}","{'date': '10/19/2016, 15:19:33', 'full_text': 'Noodles at Noon! Come to the Sexton Alumni Lounge for some free noodles and get excited for the Nov 2 Day of Action! https://t.co/lSVHIczSgq'}","{'date': '09/04/2015, 12:23:05', 'full_text': 'RT @DalhousieESL: Stay Safe at #DalhousieU This Fall. Some great tips from @DalSecurity . http://t.co/GYUHvt7ePb @Dalnews'}","{'date': '03/16/2017, 19:57:55', 'full_text': ""RT @DalStudySuccess: Be careful on St. Patty's Day. Don't let partying cost you a pot of gold. #beresponsible https://t.co/Teeai6wcd8""}"
1279,"{'date': '04/10/2019, 13:53:02', 'full_text': 'Are you #DalBound? Guarantee your spot at #DalhousieU by paying your admission deposit by May 15! 🐯 https://t.co/wILSn8kM09'}","{'date': '10/19/2016, 13:04:09', 'full_text': 'So excited to be a part of the Innovation Celebration with Jennifer Diakiwb from @ManningAwardsCA #DALinnovates #2016manningawards https://t.co/2QLc36s0m0'}","{'date': '09/02/2015, 17:04:37', 'full_text': ""RT @Dalnews: Security Bulletin - Tuesday, September 2: Enhanced security presence on Dalhousie's Carleton campus: http://t.co/uqwyprESSB""}","{'date': '03/16/2017, 19:05:16', 'full_text': ""Feeling the St. Patrick's Day spirit #DalResidence? Stop by the 7th floor #LMP lounge tonight at 8pm for St. Patrick's Day Green Goodies!""}"
1280,"{'date': '04/10/2019, 11:45:02', 'full_text': 'Computer scientist @osageev has been named to a top, nationally funded chair program focused on the advancement of research and leadership in artificial intelligence. This is the first @CIFAR_News Chair held by a #DalhousieU faculty member 🔬 : https://t.co/fMitVzjfk6 https://t.co/8mif5gEBSc'}","{'date': '10/18/2016, 21:44:29', 'full_text': 'We have the noodles! All you need to bring is your passion for free education. See you @noon tomorrow in the quad #FreeRamenForFreeEducation https://t.co/1Go9G1JvYq'}","{'date': '09/01/2015, 09:33:34', 'full_text': 'New parking term starts today - renew your yearly, term, reserved permit online. \nhttp://t.co/cyuiwQ7SAu'}","{'date': '03/16/2017, 18:35:26', 'full_text': "".@n_crozier Haha thanks! We're actually working on some new photography AS WE SPEAK! But this was a pretty great shoot &amp;group of students :)""}"
1281,"{'date': '04/09/2019, 21:59:02', 'full_text': ""Economics students from #DalhousieU's China Program are exploring some of the most pressing sustainability issues facing the world 🌍 https://t.co/l2OKu9DdoE""}","{'date': '10/18/2016, 16:33:42', 'full_text': 'Our pres Kathleen Reid presented to the provincial government today with VPAE Amina Abawajy… https://t.co/tQ0hyO2Flr'}","{'date': '08/30/2015, 21:19:44', 'full_text': ""Gas shortage in Halifax? That's no problem for us! We're cruising around in our new #volt patrol car. #greenmachine""}","{'date': '03/16/2017, 18:05:15', 'full_text': 'Listen up #DalResidence! Come out to Adulting 101 tonight from 6-8pm in the 3rd floor #LMP lounge for Henna, snacks, summer job tips &amp; more!'}"
1282,"{'date': '04/09/2019, 18:06:01', 'full_text': 'Happening Thursday! Colonel (Ret.) Chris Hadfield has donated thousands of copies of his space photographs to #DalhousieU! 🚀 On April 11th, join @DalLibraries at the launch of the @Cmdr_Hadfield Space Photographs Collection: https://t.co/xUdlkxwody https://t.co/IRt9XfdVIr'}","{'date': '10/16/2016, 00:22:01', 'full_text': 'DAL wins 3-1 against SMU! Woohoo! Come celebrate with the Team at @Grawood !! #dalhomecoming2016… https://t.co/g5lILrLQrT'}","{'date': '08/30/2015, 17:26:08', 'full_text': 'Thanks to the @DalStudentUnion for the opportunity to present our service to the phoneline volunteers today - Good example of collaboration!'}","{'date': '03/16/2017, 17:26:58', 'full_text': 'RT @DalStudentLife: Concerned about your mental health? Check out the DSL blog at https://t.co/a2w9i8JDDU for ways to tackle your mental he…'}"
1283,"{'date': '04/09/2019, 16:08:32', 'full_text': ""@Cmdr_Hadfield @csa_asc Great job Caitlin! And we're pretty excited too.🚀""}","{'date': '10/15/2016, 22:30:11', 'full_text': ""Let's Go Tigers! Cheer on our hockey team against SMU at the forum!! Free with Dal ID… https://t.co/216aHmF3Er""}","{'date': '08/30/2015, 13:26:33', 'full_text': 'One of my favourite pre-September events is the Res Life training session. Great group of RAs and SRAs! Thx for the invite. #alwaysfun'}","{'date': '03/16/2017, 17:05:08', 'full_text': 'Looking for a part-time job for next year? Help us with our residence social media! Application closes March 23. #DalSweetDal #DalResidence https://t.co/WJ0lfQWNYX'}"
1284,"{'date': '04/09/2019, 15:21:15', 'full_text': 'We are listening, and we are working to improve supports and services for our international students. For more info: https://t.co/SdSyr8GriR'}","{'date': '10/14/2016, 14:48:17', 'full_text': ""We're in the SUB today telling people that TOMORROE IS ELECTION DAY!!! If you don't know if… https://t.co/SRNxADhFf5""}","{'date': '08/25/2015, 23:00:08', 'full_text': 'Thanks for the question @JRWarford. Officers close the CRC area each day at 5PM as part of regular patrol. No special sweeps today.'}","{'date': '03/16/2017, 15:55:36', 'full_text': 'Wondering what to do tmrw? Check out the Studley Gym, Shirreff and Gerard Hall for games, free food, prizes &amp; more: https://t.co/95Dr5UCDQC'}"
1285,"{'date': '04/09/2019, 15:21:15', 'full_text': 'Our current international fees are significantly lower than other universities across Canada. These changes will move us closer to our peers and allow us to better support our academic mission, but the decision increase fees to is still a difficult one.'}","{'date': '10/13/2016, 15:38:24', 'full_text': 'Get your Pop Explosion Wristbands for a great price!! Check out @heyrosetta badbadnotgood… https://t.co/h8DL9YwGGp'}","{'date': '08/25/2015, 21:44:56', 'full_text': '@Jarve1024 Please send us an e-mail at parking@dal.ca including your banner number (B00) so we look into the issue.'}","{'date': '03/16/2017, 15:14:27', 'full_text': 'RT @DalStudentLife: Still need to pick up a book for class, do it today as the @DalBookstore  is sending them back! https://t.co/9kCT7lI5nS'}"
1286,"{'date': '04/09/2019, 15:21:15', 'full_text': 'International students are vital to our university. They add to our diversity, bring unique cultural experiences and points of view, and raise the international outlook and profile of our city, province and region.'}","{'date': '10/12/2016, 14:51:31', 'full_text': 'Homecoming: AFTERPARTY in the Grawood. 9pm on Sat. Free admission with attendance to Hockey or… https://t.co/LHM0E0vmbE'}","{'date': '08/24/2015, 21:32:02', 'full_text': 'Ag. Campus officers on scene at the RAC with @BHFB responding to fire alarm. Please stay clear of the area while fire dept works the scene.'}","{'date': '03/16/2017, 13:50:22', 'full_text': 'Are there some #Disney fans out there? https://t.co/fg0GDpZxRQ See if your floor wants to make a trip to the theatres with you tomorrow!'}"
1287,"{'date': '04/09/2019, 15:21:14', 'full_text': 'Our budget plan is recommending changes to international tuition. We understand that these changes cause concern, and we take these concerns very seriously. We want to ensure that all students have what they need to succeed at #DalhousieU. https://t.co/aEekzsJMbc'}","{'date': '10/12/2016, 14:41:54', 'full_text': 'Letting students at the AG campus today in Truro know about the Nov 2 day of action where student will go #allout to #fightthefees https://t.co/l3SIPvZhOb'}","{'date': '08/24/2015, 07:58:10', 'full_text': ""@UofA_UAPS isn't it helpful when they are so brilliant?""}","{'date': '03/15/2017, 19:00:26', 'full_text': 'Did you know you can pick up a compost bag at the front desk of your residence? @DalOfficeSust https://t.co/agsGO2GF6j'}"
1288,"{'date': '04/09/2019, 14:47:02', 'full_text': ""The deadline to nominate a staff or faculty member for the President's Award for Advancement of Equity, Diversity and Inclusiveness is coming up on April 12. Celebrate a colleague who has shown outstanding commitment to EDI at #DalhousieU: https://t.co/Lf2sq7AqYh https://t.co/xRMXRUQDvE""}","{'date': '10/11/2016, 21:28:51', 'full_text': ""What's better than yoga... FREE YOGA! Four times a week! #wellnessroom #DSUsGotYou @ Dalhousie… https://t.co/KQYLvDIwFL""}","{'date': '08/24/2015, 07:56:57', 'full_text': 'I just bought my parking permit online &amp; printed off the 10 day temp permit. No line up. No office visit. Pls RT! http://t.co/cyuiwQ7SAu'}","{'date': '03/15/2017, 17:31:32', 'full_text': ""RT @DalStudentLife: Looking to celebrate St. Patty's day? Make sure to check out the PRO social Project at theprosocialproject.ca to keep y…""}"
1289,"{'date': '04/09/2019, 11:34:01', 'full_text': 'The @Cultiv8Ag program, which provides students with opportunities to explore the entrepreneurial mindset, is getting a boost thanks to global food and agribusiness bank Rabobank. 👏 https://t.co/UrWPWKZrfC (🏷@dalagriculture) https://t.co/Sv2TzInGvd'}","{'date': '10/10/2016, 02:19:57', 'full_text': ""RT @DalAfterDark: Oct 15, we will be learning to #surf and so can YOU! Here's the link to register!\nhttps://t.co/35uiIKogRW\n@DalStudentLife…""}","{'date': '08/23/2015, 16:15:33', 'full_text': 'Online sale of parking permits start tonight just after midnight.  http://t.co/cyuiwQ7SAu Current permits are still good until Aug 31.'}","{'date': '03/15/2017, 14:02:06', 'full_text': 'Do you need help writing a paper this month? Schedule an appointment with the Writing Centre now! https://t.co/vRJglFuWnq'}"
1290,"{'date': '04/09/2019, 00:15:30', 'full_text': 'RT @DalLibraries: This just in... MacRae Library closing at midnight tonight. All Halifax library locations closing now (9 pm). @dalagricul…'}","{'date': '10/07/2016, 16:26:19', 'full_text': 'Catch the Game in the Grawood at 2pm! ⚾️🏆 #JaysVsTexas #baseball #Game2 @ The Grawood https://t.co/pAMhdUG7hQ'}","{'date': '08/23/2015, 12:00:53', 'full_text': 'RT @DalOfficeSust: @DalSecurity is #goinggreen with a new electric hybrid vehicle! http://t.co/1aOaaJeJaR'}","{'date': '03/14/2017, 19:56:11', 'full_text': ""ICYMI: We're looking for 9 students who are living in residence next year to join our Food Ambassador program! Apply by March 23. https://t.co/vPN2fWTvlS""}"
1291,"{'date': '04/08/2019, 21:06:02', 'full_text': ""Happy last day of classes, #DalhousieU! 🎉 Good luck on exams – you're almost there. Remember, there are resources available to support you over the next couple of weeks and beyond: https://t.co/LKAbVeDe3S https://t.co/bfyhgVYaur""}","{'date': '10/07/2016, 15:22:04', 'full_text': ""We're in the Killam today talking to students about voting in the municipal elections and the national day of action.  #GenVote #AllOutNov2 https://t.co/toew0TVNB9""}","{'date': '08/22/2015, 20:45:30', 'full_text': 'Power has been restored across our Halifax campuses.  Thank you for your cooperation.'}","{'date': '03/14/2017, 19:05:28', 'full_text': 'Have you used the free service of Tiger Patrol before? Learn more: https://t.co/0q9XcWl4nZ #DalSweetDal'}"
1292,"{'date': '04/08/2019, 20:11:55', 'full_text': '@Abigail_Faith_ This does not include @dalplex'}","{'date': '10/07/2016, 13:46:17', 'full_text': 'Missed the opt-out deadline? You have till this Oct 31 to submit an appeal to  the Health Plan Office.'}","{'date': '08/22/2015, 20:31:41', 'full_text': 'Currently experiencing a power outage across all Halifax campuses - please follow Security directions attempting to clear the buildings.'}","{'date': '03/14/2017, 17:24:07', 'full_text': 'RT @DalStudentLife: Check out the Studying for Success workshops to build your skills before finals! Check them out at https://t.co/0OQJuS4…'}"
1293,"{'date': '04/08/2019, 19:45:23', 'full_text': 'CAMPUS ALERT - Storm closure - Dal Libraries in Halifax to close early tonight https://t.co/k6gVoxqqT4'}","{'date': '10/06/2016, 11:52:00', 'full_text': ""Join us this morning at 9:30 am on the Quad for the Permanent installment of the Mi'kmaq Flag on… https://t.co/iGrQlV6ZvO""}","{'date': '08/22/2015, 15:53:08', 'full_text': 'No rush! No line! Parking passes are valid until Aug 31st. New ones on sale Aug 24th http://t.co/cyuiwQ7SAu &amp; print your temp pass there.'}","{'date': '03/14/2017, 17:10:22', 'full_text': 'Do you need help with moving this spring? Look at these resources for some tips and guides from #DalResidence! https://t.co/OGscRjZTOY'}"
1294,"{'date': '04/08/2019, 18:19:01', 'full_text': '📱 Have you made the switch to the new DalSAFE system to receive text alerts regarding winter storms and other urgent campus events? If not, do it today: https://t.co/nKVtYnwT2x https://t.co/EIl4Xc5JRF'}","{'date': '10/05/2016, 22:53:53', 'full_text': 'RT @Grawood: Grawood trivia tonight along with the Jays wildcard game.\nKeiths Birthday party tmrw night at 9pm. @DalStudentUnion.'}","{'date': '08/20/2015, 14:21:58', 'full_text': 'RT @Dalnews: We are devastated by this news &amp; encourage any students affected to contact Counselling Services 902.494.2081. https://t.co/re…'}","{'date': '03/14/2017, 15:40:06', 'full_text': 'RT @DalStudentLife: Stressed out over school? Relax with a free yoga class in the DSU Wellness room! For more info visit https://t.co/FbeY6…'}"
1295,"{'date': '04/08/2019, 16:57:00', 'full_text': ""We're thrilled to see #DalhousieU’s @osageev named as one of the new\nCanada CIFAR AI Chairs 👏 (🏷 @CIFAR_News) https://t.co/v3bqEVp8zO""}","{'date': '10/05/2016, 22:53:33', 'full_text': ""RT @Grawood: Halifax Pier Live tonight for Keith's B-Day. Doors @9pm. DJ TTFL will be spinning as well. @DalStudentUnion https://t.co/HOWpJ…""}","{'date': '08/18/2015, 10:27:40', 'full_text': 'On Aug 19th we are closing a few spots in the Sexton lot for the day (see pic) Upside: lots of room in the new lot! http://t.co/VKM0yh2jeL'}","{'date': '03/14/2017, 15:39:32', 'full_text': 'RT @DalFoodServices: Hot Dog Bonanza is a go at Shirreff Hall!  @DalResidence #dalsweetdal https://t.co/G2BeOJTQ9K'}"
1296,"{'date': '04/08/2019, 15:02:01', 'full_text': 'First-year #DalBound students have a guaranteed spot in @DalResidence – all you have to do is apply by June 30. ✨ https://t.co/RMl7i7lcpy'}","{'date': '10/05/2016, 22:53:30', 'full_text': 'RT @Grawood: The stage is set!; Dancefloor  ready to rock w Halifax Pier &amp;. DJ TTFL-doors at 9. #HappyBdayAK! @DalStudentUnion https://t.co…'}","{'date': '08/17/2015, 16:42:11', 'full_text': 'RT @HfxRegPolice: MISSING PERSON: Taylor Samson, 22, last seen Aug 15 at 10:30pm on South St in Halifax. http://t.co/MwD3UpCB2w http://t.co…'}","{'date': '03/14/2017, 13:39:28', 'full_text': ""Fun events happening in Shirreff, Gerard &amp; Studley Gym on St. Patrick's Day! Games, free food &amp; prizes. Learn more: https://t.co/95Dr5UCDQC""}"
