,workatdal,DalMedSchool,dalagriculture,SchulichLaw
35,"{'date': '01/13/2020, 15:17:16', 'full_text': 'RT @MedavieBC: If you’re feeling stressed or disorganized at work, take a look at your surroundings. Is your desk a hot mess? Take a few mo…'}","{'date': '12/05/2019, 13:19:47', 'full_text': 'Full house ready for an exciting two days of genomics topics at the Genomics in Medicine Conference: Emerging Technologies and Bioinformatic Challenges https://t.co/ykB4XP1OXL'}","{'date': '01/25/2020, 13:41:12', 'full_text': 'RT @dalacrams: Take a look at this!\n\n#GoRamsGo\n#DalAC\n#BellLetsTalk https://t.co/UoNHprFkhD'}","{'date': '01/21/2020, 15:26:13', 'full_text': 'RT @thesmacleodshow: We saw the pictures of #SantinaRao\n\nWe got the press release from the Halifax Regional Police\n\nWhat does the law have…'}"
36,"{'date': '01/10/2020, 14:55:53', 'full_text': 'RT @CCDISocial: #MentalHealth is the foundation of #Workplace safety https://t.co/wGMBshTF9v #CDNdiversity https://t.co/IStXO7Mavn'}","{'date': '12/04/2019, 19:09:27', 'full_text': 'Dr. Alon Friedman and his research partners, have published two papers in the journal Science Translational Medicine detailing new imaging techniques to identify blood-brain barrier leaks, as well as a novel treatment that could heal the barrier: https://t.co/fR0Db1PqU8'}","{'date': '01/25/2020, 13:40:54', 'full_text': 'RT @Scott_FFM: 🏐 Excellent performance by the @dalacrams as they take care of business on home court with a 3 set sweep of the @MountMystic…'}","{'date': '01/20/2020, 18:38:06', 'full_text': ""Professor Sheila Wildeman's work is focused on laws affecting the human rights of persons with intellectual, cognitive, or mental health disabilities. She was recently named an @DalMIPP Founding Fellow. Read more: https://t.co/FT2agA2cVl https://t.co/lQNkiHbKNZ""}"
37,"{'date': '01/09/2020, 18:35:05', 'full_text': ""We're proud to be named one of Atlantic Canada's @top_employers today. View the complete list at https://t.co/CVPHtYAN9u @DalhousieU #DalProud #ACTopEmployers #TopEmployers2020""}","{'date': '12/04/2019, 16:58:29', 'full_text': ""RT @DalGlobalHealth: ICYMI: It's time to register for an #IPEMiniCourse.  These courses are open to students in @DalMedSchool @DalHealth &amp;…""}","{'date': '01/24/2020, 22:07:19', 'full_text': 'RT @memacinnis: Looking forward to this Open House coming to Truro!  I love my career - come hear what an MI can do for you!  @dalagricultu…'}","{'date': '01/20/2020, 17:34:04', 'full_text': ""RT @IDEALawDal: You have waited two years and now it's almost time! With @SchulichLaw and some amazing panel speakers to come, IDEALaw 2020…""}"
38,"{'date': '01/09/2020, 17:08:39', 'full_text': ""RT @AtlanticBus: Looking for a job in Atlantic Canada? \n\nHere are the region's top 40 employers.\n\nhttps://t.co/yhy4cnfwOj https://t.co/zBK8…""}","{'date': '12/04/2019, 11:37:24', 'full_text': 'RT @ToddDow19: The Surgical Exploration and Discovery (SEAD) program was a highlight of my medical school experience. It helped to solidify…'}","{'date': '01/24/2020, 20:59:22', 'full_text': 'RT @aggiesinafrica: So what are the African""Big 5""? Can anyone name them? @dalagriculture'}","{'date': '01/20/2020, 16:30:20', 'full_text': 'RT @bisi_akins: Folks, the ""Schulich Fellowship 2020-2021"" Call for Expressions of Interest is open.  More info on the expectations 👇🏿. \n\nT…'}"
39,"{'date': '01/07/2020, 15:27:06', 'full_text': ""RT @DalhousieU: Wintery weather is expected, and any updates regarding possible closures will be posted by 6 a.m. Wednesday. Ensure you've…""}","{'date': '12/03/2019, 18:43:57', 'full_text': 'RT @ToddDow19: Supporting student-led initiatives is one of the things that makes Dalhousie medical school incredible! https://t.co/MYQGL4W…'}","{'date': '01/24/2020, 18:11:58', 'full_text': 'RT @DalBookstore: Are you going to the market tomorrow? Pick up one or more of our handy, foldable, reusable bags! $5.95 +tax  😛 https://t.…'}","{'date': '01/20/2020, 15:26:21', 'full_text': ""RT @InformedOps: When it comes to #law on medical assistance in #death, #Canada's ongoing review should first focus on people who are curre…""}"
40,"{'date': '01/06/2020, 13:35:05', 'full_text': 'There is still time to nominate a #DalhousieU alum for the Aurum Awards for their outstanding achievements &amp; innovation, community engagement &amp; leadership, and contributions to the social, cultural &amp; economic well-being of society. Submit by Jan 7, 2020. https://t.co/09hzGANfWY https://t.co/PXQVkHj7Fz'}","{'date': '12/03/2019, 16:30:16', 'full_text': 'RT @stephenmiller67: Unique and innovative! Happy to support! #sim #POCUS #ultrasound #prep @DalMedSchool  @DalMedNB  @eccucourse  @e_med_d…'}","{'date': '01/24/2020, 17:05:43', 'full_text': 'RT @DalGradStudies: Do you know how to explain the value of your graduate student experience to potential employers? Find out how at Tuesda…'}","{'date': '01/20/2020, 14:00:47', 'full_text': 'Today, we honour the life and legacy of Dr. Martin Luther King Jr. #MLKDay https://t.co/Bp0owrpALQ'}"
41,"{'date': '01/03/2020, 14:21:36', 'full_text': ""RT @DalhousieU: With inclement weather predicted, make sure you've downloaded the DalSAFE app so you can stay informed about winter storm c…""}","{'date': '12/03/2019, 14:45:46', 'full_text': 'RT @Dal_Psychiatry: Are you a med student interested in a summer internship in psychiatry? Check out our new program for Med1s! @DalMedScho…'}","{'date': '01/24/2020, 17:05:35', 'full_text': 'RT @AAFC_Canada: We are pleased to launch the #CdnAgYouth Council alongside Minister Bibeau. Learn about this exciting opportunity to help…'}","{'date': '01/16/2020, 17:57:41', 'full_text': ""RT @DalhousieU: You're invited! For a full schedule of welcome events: https://t.co/3k4F70gku9. Want to stay in touch with @Dalpres? You ca…""}"
42,"{'date': '01/03/2020, 13:37:04', 'full_text': ""RT @isans_ca: Is becoming more involved in your community one of your New Year's Resolutions? If so, we have a volunteer opportunity for yo…""}","{'date': '12/03/2019, 12:36:41', 'full_text': 'RT @dal_pgdean: This is a great opportunity for learners to increase their exposure to an increased variety of programs not otherwise seen…'}","{'date': '01/24/2020, 17:05:19', 'full_text': 'RT @DrIvanJoseph: What you tell yourself about yourself will either lift you up or tear you down. #DrIJo #FridayFeeling https://t.co/BjUhNW…'}","{'date': '01/16/2020, 16:30:19', 'full_text': 'RT @DanaLyn_Dal: A fun Coffee Conversations this week with @adelina_iftene @SchulichLaw ! #wellness https://t.co/13tbxhLuI0'}"
43,"{'date': '01/01/2020, 13:05:18', 'full_text': 'Happy New Year! @DalhousieU will re-open tomorrow, Jan 2. https://t.co/AMZHppqBu4'}","{'date': '12/03/2019, 12:36:30', 'full_text': 'RT @dmrf1979: On behalf of our health researchers, we thank you, our donors, on this Giving Tuesday. Your generosity helps them improve hea…'}","{'date': '01/24/2020, 14:16:06', 'full_text': 'RT @DrIvanJoseph: Be the captain of your ship and the master of your fate. #selfconfidence #DrIJo'}","{'date': '01/16/2020, 15:26:13', 'full_text': 'BREAKING: the latest edition of the @DalJLegStud is now out!\nFor updates on data in pro sports, religious schools, and the power of cities to fight climate change, check out volume 28 on CanLii: https://t.co/eQNJitZUmC \n.\n.\n.\n🏷@DalhousieLSS https://t.co/vbJB3ULvcp'}"
44,"{'date': '12/24/2019, 16:01:45', 'full_text': 'Happy holidays from @workatdal! The university will be closed Dec 24, 12 pm - Jan 1. It will re-open on Thurs. Jan 2. https://t.co/ChImjR7jDR'}","{'date': '12/03/2019, 12:18:40', 'full_text': 'The Pre-clerkship Residency Exploration Program (PREP) is a student-led two-week elective available to pre-clerkship medical students at Dalhousie Medical School who have completed their second year of study: https://t.co/UfOE9Zr9zB'}","{'date': '01/24/2020, 13:16:38', 'full_text': 'Hey Grad Students! Registration is now open for Dal’s annual 3 Minute Thesis competition. 🗣⚡️ Contend for $4,000 in cash prizes and help Agriculture take home the #Dal3MT title. Sign up TODAY!👉🏾 https://t.co/87UxE8ldO2 (🏷@DalGradStudies) https://t.co/2LfENfXHV9'}","{'date': '01/16/2020, 13:55:20', 'full_text': 'RT @CleanArctic: “We need to phase out the use of heavy fuel oil and expand the Polar Code to vessels that are actually visiting the #Arcti…'}"
45,"{'date': '12/23/2019, 18:20:09', 'full_text': ""Interested in joining @workatdal? We're currently recruiting for:\n\n➡️ Assistant Professor, German\n➡️ Tesla Canada Chair, Advanced Battery Research, Physics &amp; Atmospheric Science\n➡️ Postdoctoral Fellow, Social Work\n\n&amp; more at https://t.co/gwiMyC0ffC""}","{'date': '12/02/2019, 17:28:07', 'full_text': 'RT @sarah_burm: Looking forward to @krebs_claudia public seminar tomorrow! All are welcomed to attend! @DalMedSchool @DalhousieU https://t.…'}","{'date': '01/23/2020, 19:10:00', 'full_text': 'DYK:. President Saini studied botany at the Punjab Agricultural University in India before moving to Australia to complete a PhD in Plant Physiology at the University of Adelaide.  Find out more during our upcoming welcome session! https://t.co/EOnzID87HH'}","{'date': '01/14/2020, 17:34:06', 'full_text': 'RT @CourtsNS_News: Why are these folks smiling? They had the exclusive opportunity to clerk at the Nova Scotia Court of Appeal &amp; you could…'}"
46,"{'date': '12/23/2019, 13:15:16', 'full_text': '#DalhousieU community members are reminded to do these before you leave for the holiday break:\n\n• Close/lock windows\n• Set thermostats to 65°F\n• Turn off/unplug energy consuming devices\n• Remove food from desks, offices &amp; fridges\n• Secure outdoor furniture (or bring inside)'}","{'date': '12/02/2019, 11:57:58', 'full_text': 'The Surgical Exploration and Discovery (SEAD) Program is a student-led optional summer elective program that is available to 24 first-year medical students at the end of the curriculum year: https://t.co/IHK0ddzCHf via @YouTube'}","{'date': '01/23/2020, 17:39:15', 'full_text': ""Don't miss visiting speaker Dr. Justin Renkema, AAFC, tomorrow, January 24th as he shares new tools &amp; strategies for managing berry crop pests. https://t.co/kxiV9cVZ01 https://t.co/F26nduDhMb""}","{'date': '01/14/2020, 13:34:19', 'full_text': 'RT @Jodi_Lazare: Make your opinion known on eligibility for medical assistance in dying by filling out a quick online survey by the federal…'}"
47,"{'date': '12/20/2019, 18:05:14', 'full_text': 'Sharing best wishes from all of us at #DalhousieU for joyful moments and warm memories now and throughout the new year. https://t.co/w0EznPkISb'}","{'date': '11/29/2019, 17:20:51', 'full_text': ""RT @dmrf1979: If you weren't able to attend our Breakthrough Breakfast but are interested in frailty and healthy aging research, check out…""}","{'date': '01/23/2020, 12:27:27', 'full_text': 'RT @DrIvanJoseph: You can’t push a rope - #DrIJo #YouGotThis #WednesdayWisdom https://t.co/VdGA35qRbf'}","{'date': '01/14/2020, 13:33:10', 'full_text': 'RT @DalLSS: We have the great fortune of welcoming Justice Gascon to speak about mental health in the legal profession for this week’s Law…'}"
48,"{'date': '12/20/2019, 15:55:09', 'full_text': ""Today is the last day for a valuable member of our @workatdal team, Martha Skerry, Assistant Manager, Payroll. She will retire after 41+ years at #DalhousieU. If you're on campus, join us to celebrate Martha’s retirement at 2 pm, Lord Dalhousie Rm, Henry Hicks Building. https://t.co/WUWJKGV1sY""}","{'date': '11/29/2019, 14:32:13', 'full_text': ""RT @IWKHealthCentre: In Nova Scotia we have the highest rates of inflammatory bowel disease in the world. The IWK's Dr. Tony Otley is looki…""}","{'date': '01/22/2020, 17:56:35', 'full_text': 'DYK President Saini is fluent in four different languages (English, French, Hindi and his native Punjabi), with a working knowledge of a fifth (Urdu)? Find out more during our upcoming welcome session! https://t.co/3xcnCwsU0x'}","{'date': '01/13/2020, 15:30:07', 'full_text': ""On December 6-7, Schulich Law's Marine &amp; Environmental Law Institute hosted the Canadian-Japanese Scholarly Exchange on the Law of the Sea, the first event of its kind in Canada. More: https://t.co/ehmCxOC7vb @DalhousieLSS @DalhousieU @DalVPR @DalMarAffairs @OceanFrontier https://t.co/SC2Itl17fQ""}"
49,"{'date': '12/19/2019, 18:47:02', 'full_text': ""RT @ShelterNS: 'Tis the season of giving and people have been asking what they can give over the holidays. We're grateful you've been think…""}","{'date': '11/29/2019, 14:31:53', 'full_text': 'RT @DalGradStudies: Want to talk to the media about your PhD research? With Dal’s OpenThink Initiative you’ll get training from NATIONAL PR…'}","{'date': '01/22/2020, 13:00:33', 'full_text': '#WhyAgriculture? Local and global sustainability. What is your Why Agriculture? https://t.co/lg2BWPX0d9'}","{'date': '01/13/2020, 15:26:10', 'full_text': ""RT @afronomicslaw: #New Symposium - Theoretical &amp; Methodological Approaches for the Study of IEL in Africa. \n\nConvened by @SchulichLaw's @b…""}"
50,"{'date': '12/19/2019, 13:15:17', 'full_text': 'There is still time to nominate a #DalhousieU alum for the Aurum Awards for their outstanding achievements &amp; innovation, community engagement &amp; leadership, and contributions to the social, cultural &amp; economic well-being of society. Submit by Jan 7, 2020. https://t.co/dTvS0OldRf https://t.co/xkQPV5gPS1'}","{'date': '11/28/2019, 17:10:17', 'full_text': 'RT @DalhousieU: #DalhousieU researchers are helping to solve some of the most complex global issues facing humankind. For Dr. Jean Marshall…'}","{'date': '01/21/2020, 23:33:36', 'full_text': 'RT @DrIvanJoseph: Self-confidence is a muscle. The more you exercise it, the more confident you become. #DrIJo #YouGotThis'}","{'date': '01/13/2020, 11:41:11', 'full_text': 'RT @dalcssd: @RUSI_NS @DalMIPP @DalPols @DalPoli @SchulichLaw @DalManagement @DAL_FASS @DalJMEUCE @DalGradStudies https://t.co/5ZTgVfAGHC'}"
51,"{'date': '12/18/2019, 18:12:07', 'full_text': 'RT @DalhousieU: TOMORROW! Join us for classic Christmas carols, Hanukkah songs, and other holiday favourites. ❄️ https://t.co/TzUdSj08mj'}","{'date': '11/28/2019, 15:35:42', 'full_text': 'RT @dal_pgdean: Consider attending this fac dev session by Dr. Janice Chisholm, @DalMedSchool CBD lead to hear about what’s new in competen…'}","{'date': '01/21/2020, 15:23:07', 'full_text': ""Don't miss our first class of Morning Mellow Yoga beginning tomorrow!  Start your day off on the right foot. https://t.co/XdH9SPqPPm""}","{'date': '01/10/2020, 17:34:04', 'full_text': ""Our condolences to the family and friends of John Crosbie (LLB '56). https://t.co/7q33caaJCU @Dal_Alumni @DalhousieU""}"
52,"{'date': '12/18/2019, 15:21:36', 'full_text': 'RT @DalGlobalHealth: On the 8th day of giving we ask our friends to give...MITTENS &amp; GLOVES...for ""Warmth Wednesday"".\nKeep the giving going…'}","{'date': '11/28/2019, 14:38:38', 'full_text': 'Tonight is the last night of Mini Med School. Join us for presentations by Dr. Patrick Fok &amp; Dr. Constance LeBlanc:  https://t.co/ldSZYUJ35y'}","{'date': '01/21/2020, 14:02:06', 'full_text': 'March is Canadian Agricultural Literacy Month! Sign up to tell your agriculture story to a Grade 3 classroom. Sign up at Ag.Education@novascotia.ca https://t.co/QY3vKzjSMz'}","{'date': '01/09/2020, 19:39:44', 'full_text': 'RT @DalhousieU: Our grief over yesterday’s tragedy in Iran includes the loss of two members of our Dal community: Masoumeh Ghavi and Sharie…'}"
53,"{'date': '12/18/2019, 14:05:15', 'full_text': ""Interested in joining @workatdal? We're currently recruiting for:\n\n➡️ Administrative Secretary, Registrar's Office\n➡️ Tesla Canada Chair, Advanced Battery Research, Physics &amp; Atmospheric Science\n➡️ Postdoctoral Fellow, Social Work\n\n&amp; more at https://t.co/gwiMyC0ffC https://t.co/4PYUxjrRSN""}","{'date': '11/27/2019, 20:17:04', 'full_text': ""RT @DalGradStudies: Don't wait until it's too late ⌛️ to apply for @DalOpenThink - the deadline to do so is Friday, November 29th! Join a s…""}","{'date': '01/21/2020, 13:35:07', 'full_text': 'RT @Limpetman: Really looking forward to our @dalagriculture alumni event in Florenceville, New Brunswick this evening. \n\nhttps://t.co/TiJJ…'}","{'date': '01/09/2020, 19:38:46', 'full_text': 'RT @katemckenna8: This is happening in about an hour! Come on down https://t.co/yBF73XF24Q'}"
