,DalArtsCentre,Dal_CSS,DalIntcentre
400,"{'date': '02/25/2019, 13:09:34', 'full_text': 'RT @DalhousieU: Join us on Mar. 4 at the @DalArtsCentre as we welcome Canadian astronaut @Astro_DavidS to campus – from 400 km away in spac…'}",,"{'date': '11/26/2017, 16:11:08', 'full_text': 'RT @DalHRES: BIPOC Retreat Information Session\nOrganizers: Dalhousie Association of Graduate Students. Note: this is a closed session, for…'}"
401,"{'date': '02/22/2019, 18:09:09', 'full_text': 'SECOND SHOW ADDED: @matt_andersen and @themellotones with @bobbybazini proved to be so popular that @SonicConcerts has added June 23! To purchase: https://t.co/C59adKuy16 https://t.co/k7ZNcuL7dl'}",,"{'date': '11/26/2017, 16:10:02', 'full_text': 'RT @Dalnews: Dal’s third-annual #16Days campaign against sex and gender-based violence kicks off this week, with dozens of events, activiti…'}"
402,"{'date': '02/22/2019, 16:01:37', 'full_text': 'Tickets are on sale NOW for @Fehertwit in the Rebecca Cohn Auditorium on July 27, presented by JEG. A great show for the golf and comedy fans in your life, #Halifax! To purchase: https://t.co/gqPE5JKgNE https://t.co/CV6xouhaP7'}",,"{'date': '11/25/2017, 19:17:41', 'full_text': 'RT @DalHRES: https://t.co/D1sNfpEV6O #16days #GBVteachin https://t.co/8lv8Lk8BSR'}"
403,"{'date': '02/22/2019, 13:54:08', 'full_text': ""TODAY AT NOON: Tickets go on sale to Matt Andersen and @themellotones with @bobbybazini in the Rebecca Cohn Auditorium on June 22, presented by @SonicConcerts. Check out this song from Andersen's upcoming album, Halfway Home By Morning, available March 22. https://t.co/3hGSitY5PQ""}",,"{'date': '11/25/2017, 19:17:16', 'full_text': 'RT @Dalnews: Christmas has come early on the @dalagriculture campus.  @NavdeepSBains, @billcaseyns  &amp; @DalPres were on campus to celebrate…'}"
404,"{'date': '02/21/2019, 20:05:20', 'full_text': ""RT @SharonandBram: So many amazing memories over the years. Don't miss our 40th Anniversary Farewell Tour across Canada this spring and sum…""}",,"{'date': '11/24/2017, 22:28:37', 'full_text': 'RT @PLANS_DAL: Kick off for 16 Days of Activism against Gender Based Violence today! @DalHRES @DalGlobalHealth https://t.co/Z3YCPXD7hK'}"
405,"{'date': '02/21/2019, 18:55:42', 'full_text': ""DON'T FORGET! Tickets to @LonestarNow in the Rebecca Cohn Auditorium on June 17, presented by @SonicConcerts, go on sale tomorrow at noon. #Halifax https://t.co/SJSGIIs4cA""}",,"{'date': '11/24/2017, 22:26:54', 'full_text': 'RT @Dalnews: #DalhousieU students interested in traditional Chinese calligraphy received a first-hand lesson from a local master well verse…'}"
406,"{'date': '02/20/2019, 18:45:02', 'full_text': 'You will not want to miss David Feherty (@Fehertwit): Live Off Tour in the Rebecca Cohn Auditorium on July 27, 2019, presented by JEG. Tickets go on sale this Friday at noon but use presale code ""FEHERTY"" tomorrow starting at noon to get early access! #Halifax https://t.co/hCoME38FZV'}",,"{'date': '11/24/2017, 18:24:19', 'full_text': 'RT @DAL_FASS: Please join us on Mon. Dec. 4 as we join forces with The Big Sing by bringing a special alumni and community holiday singing…'}"
407,"{'date': '02/19/2019, 20:42:41', 'full_text': 'RT @SonicConcerts: ICYMI: @matt_andersen is coming to #NS + #NB with @themellotones on the Halfway Home tour! Apr 10 - Truro, June 21 - Sai…'}",,"{'date': '11/24/2017, 13:46:56', 'full_text': 'International students! You are invited to participate in the International Student Barometer survey. Participants can also win a $500 Visa gift card or one of five $100 Visa gift cards! Be heard —take the survey today! https://t.co/k3BiViYCkW https://t.co/6CcfIAwg3e'}"
408,"{'date': '02/19/2019, 16:21:03', 'full_text': 'What a great day for show announcements! @lonestarband joins us in the Rebecca Cohn Auditorium on June 17, presented by @SonicConcerts. Tickets go on sale this Friday at noon! To purchase: https://t.co/gqPE5JKgNE #Halifax https://t.co/JREZNnbJox'}",,"{'date': '11/23/2017, 17:19:22', 'full_text': 'International students! You are invited to participate in the International Student Barometer survey. Participants can also win a $500 Visa gift card or one of five $100 Visa gift cards! Be heard —take the survey today! https://t.co/k3BiViYCkW  @DalIntcentre @DalStudentLife https://t.co/Rj7ymFFJiI'}"
409,"{'date': '02/19/2019, 15:44:18', 'full_text': '#Halifax! Join us in the Rebecca Cohn Auditorium on June 22 for @matt_andersen  (with Bobby Bazini), presented by @SonicConcerts. Tickets on sale this Friday at noon. https://t.co/LmzOruNqvn'}",,"{'date': '11/23/2017, 01:15:34', 'full_text': 'RT @ChildSoldiers: Opinion: ""Canada is forging a new peacekeeping path"" by @romeodallaire and @drshellywhitmanin in @CBCNews: https://t.co/…'}"
410,"{'date': '02/15/2019, 20:14:33', 'full_text': '#Halifax! The Dalhousie Arts Centre Box Office will be closed Monday, February 18, for Heritage Day. Tickets can still be purchased online: https://t.co/gqPE5JKgNE'}",,"{'date': '11/23/2017, 01:13:56', 'full_text': ""RT @ImmigrationCBoC: Canada's immigrants are very skilled. Yet, despite our high selection criteria &amp; elaborate settlement supports, immigr…""}"
411,"{'date': '02/14/2019, 19:18:02', 'full_text': 'Talk about a lovely video! @RoyalWood (with special guest @ohkerri) joins us in the Rebecca Cohn Auditorium on March 18, presented by @SonicConcerts. To purchase tickets: https://t.co/gqPE5JKgNE #Halifax https://t.co/zUCtRUcBCf'}",,"{'date': '11/23/2017, 01:12:40', 'full_text': 'RT @univcan: Recently released #GlobalEdCan report calls for at least 1/4 of students within the next decade to have an international learn…'}"
412,"{'date': '02/14/2019, 18:07:07', 'full_text': '#Halifax! Check out The Hug Song by @SharonandBram ! Have you purchased your tickets to their show (with friends) in the Rebecca Cohn Auditorium on May 12, presented by @BDiamondProd? https://t.co/859rkrBvsT'}",,"{'date': '11/23/2017, 01:12:15', 'full_text': 'RT @DalPres: International students, please complete the International Student Barometer survey. Your feedback is important to help us shap…'}"
413,"{'date': '02/14/2019, 16:23:08', 'full_text': '#HappyValentinesDay, #Halifax! Treat your valentines, palentines, and anyone else you can think of to some tickets to our upcoming shows! For a full list: https://t.co/jSFzZRU9q2 https://t.co/9G6jq6VwR1'}",,"{'date': '11/23/2017, 01:11:59', 'full_text': ""RT @NavdeepSBains: Later this week I'll be in Truro, NS, visiting @dalagriculture for a special announcement. Can you name these three famo…""}"
414,"{'date': '02/13/2019, 14:46:55', 'full_text': 'RT @SymphonyNS: This #nsstorm has us dreaming of spring. Cello Fireworks and Appalachian Spring, that is. The @DalArtsCentre is closed toda…'}",,"{'date': '11/23/2017, 01:10:41', 'full_text': 'RT @DalHRES: HRES and @southhousehali have teamed up to host our 3rd annual 16 Days of Activism Against Gender-Based Violence Campaign! Joi…'}"
415,"{'date': '02/13/2019, 11:01:53', 'full_text': 'RT @DalhousieU: CAMPUS ALERT - Storm closure: Halifax campuses closed today, Truro campus delayed opening  https://t.co/tTEd6lRzXC'}",,"{'date': '11/23/2017, 01:10:20', 'full_text': 'RT @maritimebhangra: Your smile dose for today, bhangra on punjabi boliyan 😄 https://t.co/MbWA07ZfzI'}"
416,"{'date': '02/12/2019, 17:55:54', 'full_text': ""RT @SymphonyNS: We're delighted to be a part of Canada's Ballet Jörgen world premiere of Anne of Green Gables – The Ballet™ on September 28…""}",,"{'date': '11/23/2017, 01:10:07', 'full_text': 'RT @univcan: “Students around the globe are increasingly choosing the internationally recognised quality of a Canadian university education…'}"
417,"{'date': '02/12/2019, 17:52:56', 'full_text': 'Calling all Eagles fans! @hotelcalifornia: The Original Eagles Tribute Show is being brought back by popular demand by @VaughnCoEnt! Tickets to the October 14 event are on sale now: https://t.co/gqPE5JKgNE #Halifax https://t.co/vumVzULBy0'}",,"{'date': '11/23/2017, 01:09:57', 'full_text': ""RT @DalhousieESL: Tomorrow is the last workshop in the Fall 2017 Free Workshop Series – Informal Speaking Part 2! Don't miss it! It's going…""}"
418,"{'date': '02/08/2019, 19:07:57', 'full_text': ""It's not a rumour! @RumoursTributeS: The Ultimate Fleetwood Mac Tribute Show are coming back to the Rebecca Cohn Auditorium due to popular demand, presented by @VaughnCoEnt. Tickets to the November 10 show are on sale NOW, #Halifax! To purchase: https://t.co/gqPE5JKgNE https://t.co/Ncl5wGcyWl""}",,"{'date': '11/17/2017, 21:05:32', 'full_text': 'https://t.co/YnQkWwogYP'}"
419,"{'date': '02/06/2019, 18:54:05', 'full_text': 'Have you purchased your tickets yet? Euphoria is a hilarious time and supports great causes each year! #Halifax #DalhousieU https://t.co/Jp4AXFtxib'}",,"{'date': '11/17/2017, 09:50:26', 'full_text': 'RT @UA_magazine: New report proposes an initiative that would see 15,000 students learning abroad within five years. #IEW2017 #intled https…'}"
420,"{'date': '02/06/2019, 17:56:41', 'full_text': 'We are a little over one month away from the free @SymphonyNS 2019-20 season launch on March 13 at 12:30pm. Is a performance like this in the cards for next year? https://t.co/z4sNppvmAI #Halifax'}",,"{'date': '11/16/2017, 22:58:19', 'full_text': 'Happy students learning from each other at an awesome Dal International Centre information sharing event. @DalIntcentre https://t.co/DRmBQHYEJv'}"
421,"{'date': '02/05/2019, 14:30:13', 'full_text': ""The pairing of @SymphonyNS and @BalletJorgenCA is always one we look forward to! This year they are performing Coppélia in the Rebecca Cohn Auditorium on April 12, 13 &amp; 14! Don't forget to purchase tickets, #Halifax! https://t.co/R9YqTOnjiJ""}",,"{'date': '11/16/2017, 22:43:11', 'full_text': 'Ask an advisor event happening at the International Centre from now until 8:00. Join us for pizza, treats, and great information!  @DalIntcentre https://t.co/aT7DxqUCzk'}"
422,"{'date': '02/05/2019, 13:01:33', 'full_text': 'RT @FSPADal: Tonight is opening night for\nDON JUAN COMES BACK FROM THE WAR\nBy Ödön von Horváth\nTranslated by Christopher Hampton\nDirected b…'}",,"{'date': '11/16/2017, 16:50:56', 'full_text': 'We are looking forward to seeing everyone this evening at 6pm!!'}"
423,"{'date': '02/04/2019, 21:42:01', 'full_text': 'This is such a lovely gesture by @SymphonyNS, @CeciliaConcerts, and @scotiafestival. To purchase: https://t.co/gqPE5JKgNE https://t.co/sd1Z00v3BL'}",,"{'date': '11/15/2017, 22:11:53', 'full_text': 'RT @rgwooden: Attending an international alumni discussion panel with 5 great @RoweBusiness alumni! Wonderful to hear what our former stude…'}"
424,"{'date': '02/04/2019, 16:11:23', 'full_text': ""RT @SonicConcerts: #Halifax, tonight it's your turn! Don't miss @stevenpage with @SymphonyNB at @DalArtsCentre! Get tickets now at https://…""}",,"{'date': '11/15/2017, 22:10:14', 'full_text': 'RT @ChildSoldiers: .@JustinTrudeau: no one has worked harder to drive this agenda forward than General Dallaire. #PeaceConf17'}"
425,"{'date': '02/03/2019, 15:38:49', 'full_text': ""RT @SonicConcerts: Today's your last chance to get advanced price tickets to see @stevenpage, with @SymphonyNB, at the @DalArtsCentre! The…""}",,"{'date': '11/15/2017, 22:08:29', 'full_text': 'RT @univcan: As we celebrate #InternationalEducationWeek, the latest enrolment data shows that intl student enrolment at Cdn universities h…'}"
426,"{'date': '02/01/2019, 17:47:29', 'full_text': 'Tonight would be a great night for the opera, #Halifax! https://t.co/WOT2qcEvmx'}",,"{'date': '11/15/2017, 22:07:55', 'full_text': 'RT @DalPres: Congratulations @DAL_FASS Prof. Yoko Yoshida on your @SSHRC_CRSH Insight Grant, evaluating economic outcomes and retention of…'}"
427,"{'date': '02/01/2019, 15:46:08', 'full_text': ""RT @SymphonyNS: Good news – we're hiring! If you're a violinist looking to join an incredible orchestra that reaches more than 50,000 Nova…""}",,"{'date': '11/15/2017, 17:27:56', 'full_text': 'Dal International Centre Ask Me Anything event happening tomorrow. Join us to get to know advisors from many departments! @DalIntcentre https://t.co/Ng2A4iGnvt'}"
428,"{'date': '02/01/2019, 15:32:36', 'full_text': '#Halifax! Tickets to ""Could I Have This Dance? A new musical featuring the hits of Anne Murray"" go on sale today at noon. We can\'t wait to fill the Rebecca Cohn Auditorium on July 26 with #AnneMurray fans. To purchase: https://t.co/gqPE5JKgNE'}",,"{'date': '11/15/2017, 11:05:16', 'full_text': 'RT @DAL_FASS: International students! You are invited to participate in the International Student Barometer survey. Participants can also w…'}"
429,"{'date': '02/01/2019, 00:38:21', 'full_text': 'RT @FSPAdirector: Proud that @AutismNS is helping @FSPADal offer our first sensory-friendly performance, Sunday Feb. 3 at 2:30 in the Dunn…'}",,"{'date': '11/08/2017, 13:46:46', 'full_text': ""RT @rgwooden: Hear hear! Int'l work experiences can be powerful as well! My 6 months in Poland was life changing! @DalMCS @RoweExchange @Da…""}"
430,"{'date': '01/31/2019, 19:22:38', 'full_text': 'RT @FSPADal: Come out and support #DalhousieU, Fountain School of Performing Arts Students in the opera ""L’Étoile""!    Opening night is ton…'}",,"{'date': '11/07/2017, 23:44:10', 'full_text': 'RT @Dalnews: Christina Elgee is a supportive on-campus health care worker, a mentor &amp; the winner of the @CNSA1 award @DalHealth https://t.c…'}"
431,"{'date': '01/30/2019, 14:44:47', 'full_text': 'RT @FSPADal: THE FOUNTAIN SCHOOL’S BEST AND BRIGHTEST SHINE AT CONCERTO NIGHT.  This musical extravaganza features outstanding student solo…'}",,"{'date': '11/04/2017, 00:07:50', 'full_text': 'RT @prezhfxchamber: @LenaDiabNS presenting to Oluronke Taiwo @#top25immigrants. @halifaxchamber https://t.co/dKcLKFnzWO'}"
432,"{'date': '01/29/2019, 18:50:43', 'full_text': ""We're fortunate to have had the honour of working with so many of these talented, hard-working nominees for #ECMA2019. Congratulations to everyone on the list! https://t.co/qGFiq7W6qh""}",,"{'date': '11/03/2017, 23:39:47', 'full_text': 'Oluronke Taiwo is one of Top 25 Immigrants in the Maritimes. Congratulations to an amazing person! @DalIntcentre @Dalnews https://t.co/qEw0X3EieC'}"
433,"{'date': '01/29/2019, 18:33:27', 'full_text': ""We're listening to @RoyalWood in the office today. He joins us March 18 in the Rebecca Cohn Auditorium with special guest @ohkerri, presented by @SonicConcerts. Have you picked up your tickets yet, #Halifax? https://t.co/1PuUBr1qaQ""}",,"{'date': '11/03/2017, 22:21:39', 'full_text': 'More Dal students at the Top 25 Immigrants celebration!  @DalIntcentre @Dalnews https://t.co/NXUFkL1WB2'}"
434,"{'date': '01/29/2019, 12:31:42', 'full_text': 'RT @DalSecurity: Please note @nspowerinc is doing work on Seymour St - between University Ave &amp; Coburg Rd - Traffic control is present and…'}",,"{'date': '11/03/2017, 21:54:09', 'full_text': 'Dal is well represented at the Top 25 Immigrants event. Thank you My Halifax Experience. @DalIntcentre @Dalnews https://t.co/XfSknNqsCS'}"
435,"{'date': '01/28/2019, 23:11:08', 'full_text': 'RT @SonicConcerts: One week until @stevenpage plays the @DalArtsCentre, accompanied by Craig Northey (Odds), Halifax native Kevin Fox (Oliv…'}",,"{'date': '11/03/2017, 14:10:28', 'full_text': 'The International Centre winter clothing giveaway starts at 11:30. Drop by to get ready for winter! https://t.co/bvgtoDW7zT'}"
436,"{'date': '01/27/2019, 18:31:02', 'full_text': ""RT @SonicConcerts: Did you know that @stevenpage  will be performing both Barenaked Ladies' classics, as well as songs from his new album,…""}",,"{'date': '11/01/2017, 09:26:02', 'full_text': 'RT @DalHRES: @DalIntcentre has been collecting winter clothing for international students and Friday is the giveaway! https://t.co/jT7mWKNs…'}"
437,"{'date': '01/25/2019, 15:55:10', 'full_text': 'The things you learn! Tickets available: https://t.co/gqPE5JKgNE #Halifax https://t.co/79SiL1XNbD'}",,"{'date': '11/01/2017, 09:25:16', 'full_text': 'RT @maritimebhangra: Halloween Zombie Bhangra for the cause of Blood Cancer. Full videos on fb and yt. https://t.co/k8PYR5ptti'}"
438,"{'date': '01/25/2019, 14:09:32', 'full_text': ""Have you heard The Colour Song by @SharonandBram yet? We wouldn't be surprised if they sing it when they stop by the Rebecca Cohn Auditorium on May 12, presented by @BDiamondProd! Tickets on sale today at noon: https://t.co/gqPE5JKgNE #Halifax https://t.co/DI1AOoV9cW""}",,"{'date': '11/01/2017, 09:23:15', 'full_text': 'RT @EduNova_News: Programs Encourage International Students to Stay in Nova Scotia – Edunova Blog https://t.co/0IdN8Qug79'}"
439,"{'date': '01/25/2019, 03:58:24', 'full_text': ""RT @SonicConcerts: Did you know that @stevenpage will be performing both Barenaked Ladies' classics, as well as songs from his new album, D…""}",,"{'date': '10/27/2017, 16:16:14', 'full_text': 'The Dal team preparing for the East Coast Student Leadership Conference at STU. https://t.co/vXhsAcu8NS'}"
440,"{'date': '01/24/2019, 15:23:38', 'full_text': 'RT @SymphonyNS: Our friends at @SymphonyNB and @SonicConcerts have a special offer for our patrons! Save 10% on tickets to Steven Page with…'}",,"{'date': '10/26/2017, 20:28:17', 'full_text': 'Happy Halloween from the International Centre! https://t.co/q9Kir7Ygio'}"
441,"{'date': '01/23/2019, 18:18:17', 'full_text': 'Support #DalhousieU students by attending their upcoming opera, #Halifax! Please note: the February 3 performance is sensory friendly, in partnership with @AutismNS. For further details: https://t.co/yESYXB6zAP https://t.co/k1untSQh5I'}",,"{'date': '10/26/2017, 19:30:07', 'full_text': ""Lots of jack-o-lanterns being created at the International Centre. It's getting  scary! @DalIntcentre https://t.co/3LE9i4fEx9""}"
442,"{'date': '01/23/2019, 13:27:53', 'full_text': ""That's right! Sharon, Bram &amp; Friends join us in the Rebecca Cohn Auditorium on May 12, presented by @BDiamondProd. Tickets go on sale this Friday at noon, #Halifax! https://t.co/n3opJecdCo""}",,"{'date': '10/26/2017, 19:03:19', 'full_text': ""Pumpkin carving and popcorn at the International Centre. Come on over!  We're here until 6:30!!  @DalIntcentre https://t.co/lCxpA5BWUU""}"
443,"{'date': '01/21/2019, 22:54:34', 'full_text': 'RT @HeatherRankinMe: Tickets to #IslandGirls are on sale NOW for shows @DalArtsCentre in #Halifax and @decostetweets in #Pictou! Hope to se…'}",,"{'date': '10/26/2017, 13:22:15', 'full_text': ""RT @ImmigrationCBoC: With Census 2016 data on #immigration out today, here's a reminder of why #immigration is key to Canada's prosperity h…""}"
444,"{'date': '01/21/2019, 16:59:44', 'full_text': '#Halifax! Join Bette MacDonald, @HeatherRankinMe, Lucy MacNeil, and Jenn Sheppard in the Rebecca Cohn Auditorium on April 6 for Island Girls, presented by @Savoy_Theatre and @BDiamondProd. To purchase online: https://t.co/gqPE5JKgNE https://t.co/IfhbHKmfCq'}",,"{'date': '10/26/2017, 01:38:40', 'full_text': 'RT @profng: Immigration is an economic imperative for #NovaScotia. #Diversity contributes to our economic prosperity. https://t.co/XAZHBbrA…'}"
445,"{'date': '01/21/2019, 14:55:46', 'full_text': 'RT @SymphonyNS: Not even Mother Nature could put a damper on an amazing weekend of The Music of the Eagles with @JeansnClassics!\n\nICYMI: If…'}",,"{'date': '10/25/2017, 15:44:48', 'full_text': 'Free popcorn and great information at the Go Global fair in LeMarchant Place. @DalIntcentre @Dalnews https://t.co/lRamIF03eB'}"
446,"{'date': '01/20/2019, 17:12:17', 'full_text': 'RT @SymphonyNS: CONFIRMED: The Music of the Eagles at 2 pm is STILL ON!\n\nHowever! If you are uncomfortable with driving in this weather and…'}",,"{'date': '10/25/2017, 14:26:54', 'full_text': 'The Dal International Centre Go Global Exchange Fair is happening at LeMarchant place. Join us! @DalIntcentre @DalGlobalHealth @Dalnews https://t.co/lxwSabKESU'}"
447,"{'date': '01/20/2019, 17:05:46', 'full_text': 'RT @SonicConcerts: Join Barenaked Ladies alum @stevenpage  + @SymphonyNB  for a special show at the @DalArtsCentre  next month! Hear BNL cl…'}",,"{'date': '10/25/2017, 13:32:05', 'full_text': ""The International Centre's Go Global fair is happening at LeMarchant Place. Join us between 10:00 and 2:00. https://t.co/kLq10ZOdR8""}"
448,"{'date': '01/18/2019, 18:59:30', 'full_text': ""RT @SymphonyNS: LAST-MINUTE CONTEST TIME: Head over to our FB page for a chance to win tickets to tonight's SOLD-OUT show The Music of the…""}",,"{'date': '10/25/2017, 01:16:29', 'full_text': 'RT @univcan: An incredible night: thank you to @maritimebhangra for a joyous performance at #OttHomecoming! Talented @Dalnews alum! https:/…'}"
449,"{'date': '01/17/2019, 14:10:10', 'full_text': 'RT @SymphonyNS: The Music of the Eagles with @JeansnClassics is this weekend! Are you a big Eagles fan? How big of an Eagles fan are you? T…'}",,"{'date': '10/24/2017, 22:30:34', 'full_text': 'RT @Lori4Dal: Timely “equity myth” Policy Matters panel gets underway at Dalhousie. @DalMIPP @DalhousieSPA @DalManagement https://t.co/BLXn…'}"
450,"{'date': '01/16/2019, 19:27:00', 'full_text': '#Halifax! Have you purchased tickets yet to @stevenpage with @SymphonyNB in the Rebecca Cohn Auditorium on February 4, presented by @SonicConcerts? You know it will be fantastic! To purchase: https://t.co/gqPE5JKgNE https://t.co/eRRfhStleD'}",,"{'date': '10/24/2017, 22:30:22', 'full_text': 'RT @AnnBuller: Love these guys! My fav? @maritimebhangra with snow shovels -  how Canadian is that?!? https://t.co/Q87rTeeyZn'}"
451,"{'date': '01/16/2019, 19:23:48', 'full_text': 'RT @SonicConcerts: Jennifer Castle (@JNFRCASTLE) has been added as the special guest for the @NekoCase shows in both #Halifax and #Moncton!…'}",,"{'date': '10/24/2017, 21:06:08', 'full_text': 'A carful of pumpkins for our pumpkin carving event on Thursday. Thank you Noggins Farms! https://t.co/BLXxPBGUhR'}"
452,"{'date': '01/16/2019, 00:38:54', 'full_text': 'RT @DalPres: Welcoming interim President &amp; Vice-Chancellor Peter MacKinnon to @DalhousieU today! \n\nThank you @teribalser for serving as act…'}",,"{'date': '10/24/2017, 17:56:28', 'full_text': 'Go Global Fair https://t.co/higYYGnP7v'}"
453,"{'date': '01/15/2019, 13:59:27', 'full_text': 'RT @DalhousieU: ICYMI: please join us in welcoming interim President and Vice-Chancellor Peter MacKinnon to #DalhousieU! Learn more: https:…'}",,"{'date': '10/22/2017, 22:02:17', 'full_text': 'RT @DalPres: 6. These are difficult conversations, but through them we will build a stronger Dal.'}"
454,"{'date': '01/10/2019, 18:50:28', 'full_text': ""RT @SonicConcerts: Don't miss @stevenpage with @SymphonyNB at @DalArtsCentre on Feb 4! Get your tickets today at https://t.co/bQEXctAsOx ht…""}",,"{'date': '10/22/2017, 22:02:09', 'full_text': 'RT @DalPres: 4. Our essential values are equal dignity of all persons, freedom of expression &amp; inquiry, intellectual integrity &amp; respectful…'}"
455,"{'date': '01/10/2019, 15:17:29', 'full_text': '#Halifax! Have you picked up your tickets yet? @NS_scooke wrote this fabulous article for @chronicleherald about the upcoming @NSMassChoir performance of The Dream Continues: A musical tribute to Rev. Dr. Martin Luther King Jr. https://t.co/rFOsgKbQS2'}",,"{'date': '10/22/2017, 22:02:01', 'full_text': 'RT @DalPres: 3. And we know we have to strive every day to challenge these.'}"
456,"{'date': '01/08/2019, 18:25:31', 'full_text': '#Halifax! Join us on March 13 for Yesterday Once More, presented by Rocklands Entertainment. To purchase: https://t.co/C59adKuy16 https://t.co/GPaCx6QKU2'}",,"{'date': '10/22/2017, 22:01:55', 'full_text': 'RT @DalPres: 2. Let’s be clear: at Dal we abhor racism, gendered violence, and Islamophobia.'}"
457,"{'date': '01/04/2019, 19:02:38', 'full_text': 'The Arts Centre has your Friday evening plans covered, #Halifax! Tickets available at the door for @whosbadmusic, presented by @ECPG_2012, tonight at 8:00pm. Let all of the #MichaelJackson fans in your life know https://t.co/JlsJHvfhH3'}",,"{'date': '10/22/2017, 22:01:47', 'full_text': 'RT @DalPres: 1. It’s been a challenging week for Dalhousie University, as we confront very serious issues of respect, inclusion and communi…'}"
458,"{'date': '01/04/2019, 16:10:58', 'full_text': 'RT @SH_BordenColley: Tonight was the first of a week long of final @NSMassChoir rehearsals for our Rev. Dr. Martin Luther King Jr. Tribute…'}",,"{'date': '10/22/2017, 20:00:25', 'full_text': ""RT @DalhousieESL: Don't forget this week's FREE workshops: Why Is English So Weird? (Tues) &amp; Academic Communication (Thurs)! Details: https…""}"
459,"{'date': '01/03/2019, 21:54:03', 'full_text': ""RT @SonicConcerts: Hoping to catch Thank You For Being a Friend: The Ultimate Golden Girls Experience at the @DalArtsCentre? There aren't m…""}",,"{'date': '10/22/2017, 02:08:44', 'full_text': 'RT @DalHRES: CRE Youth Reconciliation volunteer team will be facilitating: History and Healing reconciliation activity, Tue 6pm &gt; https://t…'}"
460,"{'date': '01/02/2019, 12:37:50', 'full_text': 'We are back to our regular hours today, #Halifax! @whosbadmusic, presented by @ECPG_2012, is our first show of the year (January 4 at 8:00pm) and is sure to get you dancing in your seat. Tickets available: https://t.co/gqPE5JKgNE. https://t.co/Qz7DNlaF8r'}",,"{'date': '10/22/2017, 02:02:39', 'full_text': 'RT @univcan: Study shows Canada tops list of global study destinations https://t.co/2ZRDrqMxSJ #cdnpse https://t.co/LpvVaEMZBS'}"
461,"{'date': '12/30/2018, 00:28:17', 'full_text': 'RT @SH_BordenColley: Treat yourself to \u2066@NSMassChoir\u2069 ‘s 16th Annual Tribute Concert to Rev. Dr. Martin Luther King Jr. Jan. 12 at 7 p.m. T…'}",,"{'date': '10/22/2017, 01:59:00', 'full_text': 'RT @DalHRES: BAHA’I FAITH\nThe birth anniversary of The Báb (Herald of the new age for Bahá’ís). His shrine is at the Bahá’í World Centre, H…'}"
462,"{'date': '12/20/2018, 18:40:01', 'full_text': 'RT @NSMassChoir: Still looking for the perfect Christmas gift? Here it is: Tickets for our Dr. Martin Luther King Jr. Tribute Show on Janua…'}",,"{'date': '10/20/2017, 17:06:46', 'full_text': 'RT @Dalnews: A message from Arig al Shaibah, Vice-Provost, Student Affairs about respect, inclusion &amp; community https://t.co/gaUBfsh95H'}"
463,"{'date': '12/20/2018, 15:27:22', 'full_text': '#Halifax! Start warming your vocal chords up now for the #DalhousieU annual carol sing in our Sculpture Court at 12! Open to anyone who appreciates a good pun from @DalPres and festive snacks by @DalFoodServices https://t.co/K4c9fGwCth'}",,"{'date': '10/20/2017, 16:11:07', 'full_text': 'RT @DalhousieACI: Are you hesitant about studying abroad? Check out this article from Dal Student Life for 4 reasons to become one... https…'}"
464,"{'date': '12/20/2018, 13:29:39', 'full_text': 'DON\'T FORGET: Tickets to ""Jane at 85: Reasons for Hope. An Evening with Jane Goodall"" go on sale today at noon! To learn more about @JaneGoodallCAN : https://t.co/K56TPC3qf3. To purchase: https://t.co/gqPE5JKgNE #Halifax #DalhousieU https://t.co/auWlB92fen'}",,"{'date': '10/20/2017, 08:49:18', 'full_text': 'RT @DalHRES: Known as the Festival of Lights, Diwali is dedicated to the Goddesses Kali in Bengal &amp; Lakshmi (the Goddess of Wealth) in the…'}"
465,"{'date': '12/20/2018, 13:12:25', 'full_text': 'RT @SH_BordenColley: @NSMassChoir is pleased to announce that award-winning singers @iamREENY and NSMC’s own Musical Director @callmeosound…'}",,"{'date': '10/20/2017, 08:49:02', 'full_text': 'RT @gdgallant: This promises to be a great event. Many thanks to the panelists and @DalPres for participating. https://t.co/d6aAl0Do2V'}"
466,"{'date': '12/20/2018, 13:12:06', 'full_text': 'Wow! Catch the whole performance on January 12 when the @NSMassChoir hits the Rebecca Cohn Auditorium stage for ""The Dream Continues: A musical tribute to Rev. Dr. Martin Luther King Jr."". Tickets available now: https://t.co/gqPE5JKgNE #Halifax https://t.co/RKJc6UvHzv'}",,"{'date': '10/20/2017, 00:30:12', 'full_text': ""RT @rgwooden: Great article! All students should have an int'l experience. My 6 months in Poland after undergrad changed my life &amp; I develo…""}"
467,"{'date': '12/19/2018, 20:15:50', 'full_text': '#Halifax! Go check out this chance to win some tickets to @JeremyHotz from the presenter, @SonicConcerts! https://t.co/LbYjDVaKwl'}",,"{'date': '10/18/2017, 21:46:21', 'full_text': 'RT @NSHumanRights: Mapping today’s event at Mi’kmaw Friendship Centre - “Reconciliation: Let’s Start the Conversation.”  #Halifax #Truthand…'}"
